accX_variances1,accY_variances1,accZ_variances1,gyroX_variances1,gyroY_variances1,gyroZ_variances1,gravX_variances1,gravY_variances1,gravZ_variances1,magX_variances1,magY_variances1,magZ_variances1,accX_variances2,accY_variances2,accZ_variances2,gyroX_variances2,gyroY_variances2,gyroZ_variances2,gravX_variances2,gravY_variances2,gravZ_variances2,magX_variances2,magY_variances2,magZ_variances2,accX_variances3,accY_variances3,accZ_variances3,gyroX_variances3,gyroY_variances3,gyroZ_variances3,gravX_variances3,gravY_variances3,gravZ_variances3,magX_variances3,magY_variances3,magZ_variances3,accX_variances4,accY_variances4,accZ_variances4,gyroX_variances4,gyroY_variances4,gyroZ_variances4,gravX_variances4,gravY_variances4,gravZ_variances4,magX_variances4,magY_variances4,magZ_variances4,accX_variances5,accY_variances5,accZ_variances5,gyroX_variances5,gyroY_variances5,gyroZ_variances5,gravX_variances5,gravY_variances5,gravZ_variances5,magX_variances5,magY_variances5,magZ_variances5,tags
5.51E-05,7.23E-05,9.21E-05,7.89E-07,6.76E-07,5.02E-07,1.78E-06,6.31E-07,2.44E-08,0.582877799,0.578977242,0.695485554,6.25E-05,8.19E-05,9.22E-05,1.12E-06,1.08E-06,5.17E-07,1.68E-06,7.94E-07,2.32E-08,0.609289756,0.526073205,0.653314521,6.04E-05,7.33E-05,8.03E-05,7.40E-07,7.35E-07,5.19E-07,1.52E-06,6.99E-07,2.14E-08,0.635604761,0.537958674,0.580534998,6.02E-05,7.69E-05,7.89E-05,7.92E-07,8.68E-07,4.38E-07,6.76E-07,9.16E-07,9.77E-09,0.562645673,0.501565972,0.630150558,6.28E-05,7.76E-05,9.27E-05,8.05E-07,7.16E-07,5.00E-07,6.76E-07,7.43E-07,9.46E-09,0.626855749,0.573964358,0.794570848,0
5.75E-05,7.59E-05,0.000102551,1.00E-06,1.08E-06,4.81E-07,1.46E-06,9.64E-07,1.98E-08,0.571842839,0.693006959,0.652095574,5.61E-05,7.31E-05,9.13E-05,8.38E-07,8.88E-07,4.96E-07,7.77E-07,7.10E-07,1.09E-08,0.659094029,0.542466025,0.611701519,6.63E-05,7.90E-05,8.71E-05,8.66E-07,8.39E-07,5.02E-07,1.03E-05,1.05E-06,1.44E-07,0.619432874,0.603581484,0.594640573,0.063343434,0.01365652,0.002899967,8.50E-05,0.000467536,2.77E-05,0.046518009,0.005856632,0.00101804,2.296309012,0.717711669,0.627769073,0.000265886,0.000174463,0.000128115,5.58E-06,2.30E-06,6.24E-07,0.000179658,4.89E-05,5.82E-06,0.560357369,0.578554827,0.672917891,1
8.45E-05,7.87E-05,7.87E-05,1.07E-06,1.00E-06,5.17E-07,2.10E-05,4.65E-06,7.20E-07,0.60867464,0.54782633,0.716467268,7.29E-05,8.46E-05,8.61E-05,9.16E-07,9.52E-07,4.57E-07,1.17E-05,5.83E-06,4.21E-07,0.58972175,0.60786621,0.663175115,6.53E-05,8.25E-05,7.66E-05,1.09E-06,1.21E-06,5.59E-07,7.09E-06,5.37E-06,2.59E-07,0.593352395,0.57927321,0.586124163,7.30E-05,8.68E-05,8.83E-05,1.09E-06,1.26E-06,4.93E-07,7.97E-06,5.57E-06,2.91E-07,0.475744624,0.554034112,0.655326476,6.10E-05,8.55E-05,8.14E-05,1.18E-06,9.15E-07,5.23E-07,1.29E-06,4.60E-06,5.21E-08,0.588658803,0.553341286,0.646733968,1
6.73E-05,8.71E-05,9.13E-05,1.30E-06,1.33E-06,5.39E-07,4.65E-06,5.86E-06,1.75E-07,0.537995996,0.646702261,0.624986593,6.40E-05,8.40E-05,8.29E-05,1.06E-06,9.56E-07,4.85E-07,1.10E-06,6.07E-06,4.68E-08,0.564965036,0.493572103,0.654265356,0.006356505,0.002387105,0.000704998,1.20E-05,2.60E-05,3.16E-06,0.006408821,0.002016184,0.000204328,0.991107461,0.614829105,0.637755442,0.000136383,0.000125004,9.43E-05,1.12E-06,1.58E-06,5.73E-07,5.37E-05,4.25E-05,2.01E-06,0.632792602,0.636051917,0.669115673,6.43E-05,7.80E-05,9.88E-05,9.55E-07,1.04E-06,4.94E-07,4.58E-06,1.48E-06,1.58E-07,0.595731835,0.599666943,0.64163918,2
6.13E-05,7.55E-05,8.86E-05,1.01E-06,1.22E-06,5.11E-07,7.52E-07,1.29E-06,2.66E-08,0.606843717,0.538702733,0.635818654,6.20E-05,8.18E-05,8.93E-05,8.92E-07,8.49E-07,5.04E-07,1.12E-06,1.90E-06,4.16E-08,0.606299176,0.577216434,0.616337328,6.08E-05,8.58E-05,9.72E-05,1.37E-06,1.38E-06,5.18E-07,2.28E-06,2.54E-06,8.65E-08,0.582636106,0.640685487,0.67874406,6.25E-05,7.83E-05,8.61E-05,1.01E-06,9.36E-07,5.19E-07,7.75E-07,1.90E-06,2.90E-08,0.586962165,0.550970368,0.660467109,5.87E-05,7.70E-05,0.000111963,8.64E-07,9.52E-07,5.15E-07,2.80E-06,1.87E-06,9.68E-08,0.577460466,0.574604176,0.602712793,2
6.07E-05,7.62E-05,9.83E-05,1.37E-06,1.90E-06,5.60E-07,3.61E-06,1.78E-06,1.28E-07,0.593591941,0.546671815,0.688740718,5.80E-05,8.38E-05,0.000117958,1.14E-06,1.38E-06,5.65E-07,2.16E-06,1.77E-06,7.54E-08,0.546645987,0.715259392,0.705436627,6.30E-05,8.22E-05,9.11E-05,9.08E-07,8.01E-07,4.61E-07,1.04E-06,1.92E-06,3.80E-08,0.608849089,0.583877155,0.619231085,6.28E-05,8.57E-05,9.13E-05,1.01E-06,9.78E-07,5.03E-07,1.44E-06,2.79E-06,5.42E-08,0.603999047,0.557410845,0.710842095,6.44E-05,7.98E-05,8.57E-05,8.70E-07,8.76E-07,5.77E-07,7.76E-07,2.19E-06,2.89E-08,0.632267304,0.552446234,0.665179918,2
6.06E-05,8.60E-05,8.41E-05,9.89E-07,7.96E-07,5.03E-07,8.60E-07,1.94E-06,3.14E-08,0.572099533,0.597513596,0.609655087,0.023487445,0.004446869,0.001307691,3.41E-05,4.72E-05,3.07E-06,0.022273001,0.004243068,0.000670802,1.716838482,0.76857269,0.677159932,0.00026252,0.000123149,0.000128476,2.10E-06,5.25E-06,5.74E-07,0.000373254,5.41E-05,8.09E-06,0.571885796,0.624567121,0.669731453,7.26E-05,7.39E-05,8.86E-05,7.96E-07,8.71E-07,5.22E-07,1.24E-05,6.96E-07,2.50E-07,0.613292598,0.566189065,0.681303849,0.000134047,0.000131369,8.48E-05,1.13E-06,1.60E-06,5.58E-07,7.89E-05,5.36E-05,1.52E-06,0.594551418,0.628758699,0.713210012,2
0.001795848,0.002724585,0.000177195,6.13E-06,3.93E-06,1.39E-06,0.001753343,0.002686081,3.53E-05,0.671353452,0.609509356,0.768315307,5.24E-05,8.20E-05,9.38E-05,9.68E-07,8.49E-07,5.01E-07,6.55E-06,5.15E-06,1.57E-07,0.613152075,0.617533067,0.680438401,6.33E-05,7.60E-05,8.46E-05,9.75E-07,9.60E-07,4.81E-07,1.55E-06,5.91E-07,3.24E-08,0.609171205,0.645143365,0.620181083,6.20E-05,6.70E-05,8.87E-05,8.65E-07,7.92E-07,4.34E-07,8.86E-07,9.63E-07,1.70E-08,0.601822534,0.610712314,0.658063311,5.91E-05,7.28E-05,8.99E-05,9.61E-07,1.07E-06,4.66E-07,8.23E-07,5.07E-07,1.73E-08,0.574143627,0.630650965,0.639504898,2
6.12E-05,7.61E-05,9.75E-05,8.86E-07,8.99E-07,4.85E-07,1.07E-06,2.85E-06,2.54E-08,0.69872112,0.624945347,0.755189728,6.12E-05,7.43E-05,8.29E-05,9.02E-07,7.43E-07,4.83E-07,1.05E-06,5.43E-07,2.19E-08,0.598598309,0.577731767,0.724669765,6.02E-05,7.81E-05,8.05E-05,9.28E-07,7.74E-07,4.82E-07,1.63E-06,1.02E-06,3.29E-08,0.51588947,0.602836392,0.680238052,0.000578123,0.000331382,0.00013168,1.75E-06,2.33E-06,1.45E-06,4.54E-05,1.18E-05,8.94E-07,0.609385033,0.615693007,0.696668834,7.34E-05,8.50E-05,8.91E-05,2.10E-06,3.15E-06,6.11E-07,2.40E-06,2.68E-06,5.81E-08,0.588571662,0.59277847,0.677930458,2
6.00E-05,7.67E-05,0.00010036,9.99E-07,1.05E-06,4.96E-07,1.90E-06,8.53E-07,3.67E-08,0.581790872,0.589750617,0.692968407,5.94E-05,7.39E-05,8.04E-05,8.45E-07,9.06E-07,5.20E-07,7.22E-07,8.17E-07,1.43E-08,0.587652925,0.59524729,0.668320724,0.000117355,0.000279728,0.00010858,6.49E-06,5.95E-06,9.05E-07,3.19E-05,0.000154197,7.86E-07,0.673687648,0.571056265,0.682083951,0.000168159,0.00074108,0.000112413,7.15E-06,1.10E-05,1.45E-06,7.07E-05,0.000653568,1.84E-06,0.625359768,0.630132166,0.703349582,0.013915942,0.011516067,0.000803823,3.88E-05,3.76E-05,1.84E-06,0.012388392,0.010994708,0.000503226,1.145719298,0.854684776,0.66285633,2
0.000177231,0.000112676,7.50E-05,2.08E-06,3.27E-06,4.95E-07,0.000268237,8.96E-05,1.50E-05,0.568490574,0.576859215,0.67222985,0.000189761,0.000154775,0.000109719,1.38E-06,1.69E-06,5.39E-07,4.94E-05,4.22E-05,3.29E-06,0.679338638,0.577246268,0.697711713,7.27E-05,8.04E-05,7.14E-05,9.76E-07,1.25E-06,5.30E-07,1.98E-05,4.07E-06,9.77E-07,0.571685657,0.643995016,0.676504035,8.01E-05,7.88E-05,8.33E-05,9.33E-07,1.15E-06,4.98E-07,1.84E-05,2.59E-06,9.23E-07,0.57642792,0.574907495,0.591371803,7.53E-05,8.47E-05,7.23E-05,1.12E-06,1.24E-06,5.03E-07,9.88E-06,8.42E-06,5.12E-07,0.60191702,0.551540575,0.608777689,2
8.04E-05,9.11E-05,7.18E-05,1.15E-06,1.29E-06,4.99E-07,1.69E-05,4.44E-06,7.80E-07,0.578139949,0.60554193,0.678404903,9.30E-05,9.14E-05,7.02E-05,1.16E-06,1.08E-06,4.73E-07,1.58E-05,1.36E-05,9.91E-07,0.549342493,0.565118823,0.587444054,6.96E-05,8.15E-05,7.36E-05,1.72E-06,1.80E-06,4.81E-07,3.72E-06,8.22E-06,1.53E-07,0.622665989,0.559951258,0.615170272,7.96E-05,8.07E-05,7.44E-05,1.05E-06,1.43E-06,4.68E-07,1.28E-05,1.72E-06,5.50E-07,0.59269954,0.568140946,0.623107052,6.99E-05,8.86E-05,7.57E-05,1.09E-06,1.29E-06,4.87E-07,6.96E-06,4.95E-06,2.83E-07,0.575343551,0.610425132,0.638974541,1
0.069186073,0.057888108,0.003666783,4.26E-05,5.37E-05,2.94E-06,0.070161602,0.058991663,0.003367697,3.165270266,1.772791844,0.760675486,6.62E-05,7.59E-05,8.91E-05,7.54E-07,8.58E-07,4.88E-07,8.38E-06,3.38E-06,2.12E-07,0.603190735,0.620163028,0.648124996,6.20E-05,8.51E-05,8.35E-05,1.04E-06,1.12E-06,4.96E-07,2.96E-06,1.27E-06,7.29E-08,0.602029085,0.565302156,0.685938128,6.51E-05,7.62E-05,8.64E-05,9.08E-07,9.12E-07,4.84E-07,1.26E-06,6.48E-07,2.96E-08,0.577112421,0.625799774,0.638073548,5.46E-05,6.66E-05,8.91E-05,7.92E-07,8.66E-07,5.22E-07,7.91E-07,1.05E-06,1.83E-08,0.631847365,0.566931609,0.644508913,1
6.04E-05,8.25E-05,8.31E-05,8.09E-07,8.13E-07,5.18E-07,9.18E-07,8.61E-07,2.21E-08,0.631035285,0.611572256,0.650962311,8.58E-05,8.08E-05,0.000107271,9.03E-07,8.58E-07,5.59E-07,2.68E-06,1.16E-06,6.43E-08,0.588212551,0.545362591,0.631860417,6.38E-05,8.07E-05,8.35E-05,7.56E-07,8.20E-07,4.97E-07,1.11E-06,1.13E-06,2.69E-08,0.62312163,0.553762311,0.618084193,0.010417459,0.001378811,0.000411775,5.79E-06,2.20E-05,3.61E-06,0.010550265,0.000885643,0.000213778,0.947539302,0.63730066,0.656177639,9.72E-05,7.33E-05,8.55E-05,1.18E-06,9.86E-07,5.13E-07,3.82E-05,8.45E-06,5.95E-07,0.590764323,0.671103705,0.656066361,1
6.84E-05,7.92E-05,7.55E-05,9.50E-07,8.81E-07,5.26E-07,6.42E-06,8.37E-07,9.93E-08,0.551530883,0.60027477,0.655899266,8.00E-05,7.01E-05,9.24E-05,8.96E-07,7.88E-07,4.92E-07,2.16E-05,2.01E-06,3.29E-07,0.618900779,0.491395237,0.69696106,6.28E-05,7.86E-05,9.32E-05,8.58E-07,7.87E-07,4.73E-07,1.35E-06,8.56E-07,2.01E-08,0.549209909,0.602463475,0.726271425,6.05E-05,7.89E-05,8.91E-05,1.04E-06,1.33E-06,5.64E-07,2.34E-06,5.86E-07,3.48E-08,0.611838849,0.602434636,0.616140453,6.98E-05,7.52E-05,9.02E-05,8.91E-07,9.02E-07,5.36E-07,5.35E-06,7.56E-07,7.83E-08,0.62653931,0.556132623,0.664385423,1
6.27E-05,7.67E-05,8.83E-05,1.05E-06,8.79E-07,5.64E-07,1.83E-06,8.93E-07,2.69E-08,0.603422094,0.510694533,0.713516268,6.95E-05,7.56E-05,0.000577269,1.57E-06,2.26E-06,6.89E-07,2.11E-05,1.31E-06,3.07E-07,0.668246665,0.828434939,0.743528831,6.33E-05,7.89E-05,7.74E-05,9.82E-07,8.29E-07,5.69E-07,3.58E-06,1.22E-06,5.27E-08,0.643609603,0.613462154,0.624266737,0.130381054,0.003269734,0.004119516,1.40E-05,0.000118837,1.06E-05,0.130333027,0.002312063,0.003656149,5.286488578,0.649205051,0.658976289,0.000644131,0.000200638,0.000106864,1.08E-06,1.86E-06,1.09E-06,0.000753095,0.00012378,4.19E-05,0.578310005,0.598886258,0.665698482,1
0.000101169,7.81E-05,8.32E-05,9.46E-07,1.04E-06,4.89E-07,5.35E-05,4.43E-06,2.98E-06,0.539143262,0.568488335,0.675695023,8.97E-05,8.29E-05,7.09E-05,1.21E-06,1.59E-06,5.15E-07,3.00E-05,6.77E-06,1.74E-06,0.630689775,0.584051204,0.634789174,6.79E-05,8.48E-05,7.93E-05,1.06E-06,1.13E-06,4.48E-07,8.50E-06,5.35E-06,4.73E-07,0.578407686,0.538203518,0.757782136,6.93E-05,7.99E-05,8.32E-05,9.65E-07,1.20E-06,4.77E-07,6.66E-06,4.23E-06,3.76E-07,0.522999773,0.569339187,0.604673432,0.013307499,0.003205313,0.000758292,1.06E-05,4.17E-05,6.61E-07,0.013837324,0.003394573,0.000685609,1.052256631,0.603838764,0.607422088,1
6.14E-05,8.69E-05,6.97E-05,1.82E-06,1.24E-06,4.79E-07,7.64E-06,2.98E-05,3.26E-07,0.590109015,0.597278195,0.689110084,5.75E-05,8.91E-05,7.01E-05,9.34E-07,1.06E-06,5.26E-07,1.82E-06,6.00E-06,1.07E-07,0.617856573,0.568946626,0.59000318,6.24E-05,8.06E-05,7.75E-05,9.07E-07,1.13E-06,4.31E-07,1.78E-06,7.06E-06,1.11E-07,0.572155057,0.633270329,0.646316497,6.80E-05,8.25E-05,7.30E-05,9.45E-07,1.13E-06,4.69E-07,2.26E-06,5.31E-06,1.35E-07,0.644933686,0.536000763,0.698866596,6.06E-05,7.25E-05,6.39E-05,9.90E-07,1.09E-06,4.78E-07,2.52E-06,4.97E-06,1.45E-07,0.51783159,0.576112937,0.693590514,0
6.30E-05,8.33E-05,6.50E-05,1.01E-06,1.27E-06,5.18E-07,2.20E-06,5.47E-06,1.29E-07,0.571800911,0.644620989,0.642877219,6.43E-05,8.13E-05,7.27E-05,9.16E-07,1.10E-06,5.55E-07,2.43E-06,3.85E-06,1.36E-07,0.572622149,0.584728701,0.656186547,6.08E-05,8.74E-05,6.89E-05,1.05E-06,1.22E-06,4.87E-07,2.11E-06,5.38E-06,1.21E-07,0.580520942,0.620159672,0.705589901,6.15E-05,8.12E-05,7.81E-05,9.37E-07,1.21E-06,5.41E-07,2.10E-06,4.31E-06,1.22E-07,0.570531145,0.581253408,0.615622919,6.35E-05,8.11E-05,7.09E-05,9.37E-07,1.16E-06,5.12E-07,3.12E-06,5.45E-06,1.74E-07,0.631721873,0.549680279,0.682391597,0
7.34E-05,8.71E-05,7.76E-05,1.11E-06,1.47E-06,5.71E-07,3.89E-06,4.27E-06,2.15E-07,0.651518501,0.611206382,0.714639575,5.95E-05,7.51E-05,6.82E-05,1.00E-06,1.28E-06,5.00E-07,2.09E-06,4.42E-06,1.25E-07,0.545681329,0.571128399,0.610054322,6.33E-05,8.29E-05,7.19E-05,1.02E-06,1.07E-06,5.11E-07,2.67E-06,5.42E-06,1.60E-07,0.55813297,0.544610494,0.641959649,6.01E-05,8.18E-05,7.52E-05,1.00E-06,1.22E-06,5.34E-07,2.31E-06,6.83E-06,1.33E-07,0.549735333,0.596565518,0.633631945,6.33E-05,9.36E-05,7.04E-05,1.04E-06,1.39E-06,4.48E-07,2.12E-06,5.33E-06,1.26E-07,0.545672986,0.601805295,0.628119497,0
6.14E-05,8.32E-05,6.67E-05,9.88E-07,1.15E-06,4.90E-07,2.25E-06,5.70E-06,1.34E-07,0.585853357,0.557573463,0.610612436,6.67E-05,8.75E-05,7.72E-05,9.67E-07,1.07E-06,5.47E-07,2.53E-06,5.57E-06,1.49E-07,0.593817727,0.613581611,0.754870364,6.24E-05,8.06E-05,6.72E-05,9.13E-07,1.15E-06,4.85E-07,2.63E-06,4.85E-06,1.53E-07,0.549024975,0.526404915,0.70091706,5.84E-05,8.23E-05,6.89E-05,1.18E-06,1.70E-06,4.92E-07,3.69E-06,5.17E-06,2.09E-07,0.566056,0.594570224,0.67974311,6.34E-05,7.61E-05,6.98E-05,1.22E-06,1.26E-06,5.09E-07,2.22E-06,6.29E-06,1.32E-07,0.497400858,0.589512977,0.700116322,0
6.22E-05,8.45E-05,6.63E-05,1.15E-06,1.38E-06,5.42E-07,4.22E-06,5.79E-06,2.35E-07,0.609577603,0.622651323,0.687780886,6.25E-05,8.35E-05,7.00E-05,1.03E-06,1.17E-06,5.51E-07,2.15E-06,5.74E-06,1.32E-07,0.591443247,0.560704284,0.637103262,5.52E-05,8.23E-05,6.87E-05,1.03E-06,1.07E-06,4.73E-07,1.87E-06,5.26E-06,1.14E-07,0.574548637,0.55172079,0.649530827,5.97E-05,8.36E-05,6.99E-05,9.85E-07,1.15E-06,4.93E-07,1.86E-06,5.07E-06,1.13E-07,0.484907833,0.569821967,0.701604182,5.64E-05,8.56E-05,6.42E-05,1.04E-06,1.21E-06,5.10E-07,2.51E-06,5.51E-06,1.48E-07,0.538236529,0.559356372,0.560022452,0
