accX_variances1,accY_variances1,accZ_variances1,gyroX_variances1,gyroY_variances1,gyroZ_variances1,gravX_variances1,gravY_variances1,gravZ_variances1,magX_variances1,magY_variances1,magZ_variances1,accX_variances2,accY_variances2,accZ_variances2,gyroX_variances2,gyroY_variances2,gyroZ_variances2,gravX_variances2,gravY_variances2,gravZ_variances2,magX_variances2,magY_variances2,magZ_variances2,accX_variances3,accY_variances3,accZ_variances3,gyroX_variances3,gyroY_variances3,gyroZ_variances3,gravX_variances3,gravY_variances3,gravZ_variances3,magX_variances3,magY_variances3,magZ_variances3,accX_variances4,accY_variances4,accZ_variances4,gyroX_variances4,gyroY_variances4,gyroZ_variances4,gravX_variances4,gravY_variances4,gravZ_variances4,magX_variances4,magY_variances4,magZ_variances4,accX_variances5,accY_variances5,accZ_variances5,gyroX_variances5,gyroY_variances5,gyroZ_variances5,gravX_variances5,gravY_variances5,gravZ_variances5,magX_variances5,magY_variances5,magZ_variances5,tags
6.38E-05,8.39E-05,9.94E-05,9.05E-07,1.40E-06,4.69E-07,3.39E-06,7.82E-07,6.76E-08,0.578575519,0.575708864,0.667879826,6.74E-05,7.46E-05,8.73E-05,8.20E-07,1.48E-06,4.94E-07,3.36E-06,9.86E-07,7.35E-08,0.568114327,0.562419795,0.71680052,6.53E-05,7.20E-05,9.31E-05,9.12E-07,1.51E-06,5.28E-07,4.71E-06,1.08E-06,9.51E-08,0.647394577,0.652365209,0.701779143,6.11E-05,7.41E-05,9.07E-05,9.13E-07,1.57E-06,5.58E-07,3.69E-06,9.97E-07,7.86E-08,0.606240951,0.579172093,0.643365855,6.57E-05,6.79E-05,9.92E-05,1.02E-06,1.61E-06,4.99E-07,3.89E-06,1.18E-06,8.44E-08,0.576015351,0.603224364,0.66662916,0
6.01E-05,6.90E-05,8.93E-05,1.07E-06,1.70E-06,4.47E-07,4.29E-06,1.56E-06,9.32E-08,0.611171017,0.56386323,0.705756449,6.31E-05,6.86E-05,9.78E-05,1.09E-06,1.91E-06,4.86E-07,4.48E-06,9.62E-07,9.23E-08,0.647317554,0.621351044,0.692643467,6.62E-05,7.60E-05,8.66E-05,1.11E-06,1.90E-06,5.43E-07,6.64E-06,1.03E-06,1.45E-07,0.592369098,0.553606279,0.62815138,7.50E-05,7.71E-05,8.86E-05,1.26E-06,2.47E-06,4.98E-07,3.41E-06,1.05E-06,6.63E-08,0.60768924,0.7132766,0.648244059,6.09E-05,7.82E-05,8.61E-05,1.47E-06,2.73E-06,4.58E-07,3.73E-06,1.10E-06,7.91E-08,0.582398806,0.598512794,0.617714302,0
6.42E-05,7.27E-05,8.58E-05,1.73E-06,3.34E-06,5.59E-07,4.75E-06,9.02E-07,9.36E-08,0.584187734,0.561430408,0.645678974,6.18E-05,7.68E-05,0.000102406,1.76E-06,4.12E-06,5.13E-07,3.98E-06,7.37E-07,7.55E-08,0.55122039,0.556083459,0.674857053,6.28E-05,7.64E-05,9.38E-05,3.35E-06,7.69E-06,5.42E-07,4.14E-06,8.92E-07,7.95E-08,0.677609599,0.575980885,0.685225383,6.75E-05,7.11E-05,9.52E-05,5.40E-06,1.25E-05,5.06E-07,5.38E-06,1.31E-06,1.03E-07,0.593818198,0.538979167,0.709139509,6.66E-05,7.40E-05,9.44E-05,4.76E-06,9.34E-06,5.60E-07,3.78E-06,1.04E-06,6.52E-08,0.606733977,0.586341917,0.644143621,0
6.52E-05,6.89E-05,9.20E-05,3.44E-06,7.09E-06,5.29E-07,5.82E-06,1.19E-06,1.17E-07,0.605739067,0.572444709,0.634695904,7.07E-05,7.15E-05,8.24E-05,2.62E-06,5.43E-06,5.24E-07,4.56E-06,1.26E-06,8.66E-08,0.562171547,0.529027991,0.648639702,6.56E-05,7.61E-05,8.71E-05,2.23E-06,4.62E-06,4.60E-07,5.29E-06,9.63E-07,1.01E-07,0.633636463,0.539120479,0.652388747,6.79E-05,7.90E-05,7.83E-05,1.66E-06,3.66E-06,5.16E-07,4.88E-06,1.08E-06,9.05E-08,0.584850426,0.583742566,0.630946799,6.62E-05,8.12E-05,8.33E-05,1.52E-06,2.90E-06,4.93E-07,4.38E-06,9.85E-07,8.38E-08,0.559851882,0.633839407,0.612830883,0
6.83E-05,6.75E-05,9.10E-05,1.19E-06,2.66E-06,5.26E-07,3.71E-06,9.40E-07,7.37E-08,0.605424652,0.56480946,0.646044567,0.000361299,0.000152298,0.000138446,1.73E-06,8.39E-06,7.41E-07,8.65E-05,2.13E-06,1.70E-06,0.576064584,0.584695968,0.659820962,0.060031952,0.000747896,0.001908423,5.30E-06,7.22E-05,4.37E-06,0.058025122,8.26E-05,0.001566198,1.971999244,0.601502017,0.657951696,0.00011042,0.000104924,9.41E-05,1.72E-06,4.08E-06,4.95E-07,8.87E-05,4.13E-06,4.02E-06,0.602787564,0.602207449,0.662981792,0.000264153,9.64E-05,0.000120977,2.41E-06,5.29E-06,5.39E-07,0.000196338,8.02E-06,9.19E-06,0.57098247,0.626248189,0.680246413,1
0.000101297,0.000108269,0.000110205,2.78E-06,5.91E-06,5.16E-07,2.20E-05,3.91E-06,1.16E-06,0.578363038,0.621447866,0.719597536,0.00011035,0.000102135,9.31E-05,2.79E-06,6.54E-06,5.08E-07,5.88E-05,5.13E-06,3.09E-06,0.579595333,0.595902878,0.700488229,6.77E-05,0.000103795,8.35E-05,2.58E-06,4.79E-06,5.30E-07,9.46E-06,2.35E-06,5.18E-07,0.605336544,0.5812521,0.72711589,7.04E-05,9.92E-05,7.35E-05,2.26E-06,5.09E-06,5.43E-07,3.97E-06,1.08E-06,1.87E-07,0.615542173,0.622819925,0.673283995,7.67E-05,8.91E-05,8.53E-05,2.30E-06,4.93E-06,4.95E-07,7.14E-06,1.25E-06,3.16E-07,0.598937251,0.57477361,0.757792796,1
8.12E-05,9.41E-05,8.84E-05,1.56E-06,2.95E-06,4.98E-07,1.71E-05,1.19E-06,8.86E-07,0.564107719,0.655023896,0.69183763,7.34E-05,0.000100624,7.43E-05,1.30E-06,2.44E-06,4.95E-07,2.87E-06,2.71E-06,1.92E-07,0.667112642,0.624466848,0.637813556,8.08E-05,1.00E-04,7.30E-05,1.43E-06,2.48E-06,5.10E-07,5.02E-06,1.76E-06,3.11E-07,0.570831256,0.569499391,0.698195398,0.00014612,0.000168235,7.28E-05,3.38E-06,7.21E-06,6.33E-07,4.75E-06,2.53E-06,2.43E-07,0.642410361,0.530124842,0.63156229,6.45E-05,0.000103378,7.21E-05,1.24E-06,1.80E-06,5.70E-07,2.61E-06,1.71E-06,1.54E-07,0.625500606,0.589126254,0.654148461,2
0.013307402,0.000600717,0.000554399,3.43E-06,0.000147158,9.05E-07,0.013727301,0.000443334,0.000495976,1.049670628,0.590845835,0.693983972,6.82E-05,0.000103645,7.03E-05,1.08E-06,1.53E-06,5.24E-07,2.21E-06,6.66E-06,2.15E-07,0.574617093,0.57554311,0.635142264,0.016001721,0.000462666,0.00076654,6.40E-06,0.000133101,9.73E-07,0.016446755,0.000325434,0.000614161,1.017690841,0.622700854,0.660133263,7.19E-05,0.0001017,7.76E-05,1.22E-06,2.85E-06,5.32E-07,3.87E-05,4.95E-06,1.95E-06,0.605784783,0.549492994,0.655982695,0.000121204,0.000100214,9.70E-05,1.56E-06,2.00E-06,5.77E-07,5.02E-05,5.37E-06,2.35E-06,0.597618788,0.639451415,0.714920023,2
6.85E-05,9.97E-05,7.54E-05,1.12E-06,1.38E-06,4.91E-07,1.18E-06,1.51E-06,7.55E-08,0.570167323,0.623303854,0.712800503,7.93E-05,0.000117541,7.30E-05,1.38E-06,2.55E-06,5.14E-07,3.60E-06,3.39E-06,1.40E-07,0.627625805,0.580498134,0.595548141,6.50E-05,9.16E-05,8.07E-05,1.25E-06,1.70E-06,5.36E-07,1.86E-06,8.78E-07,9.53E-08,0.609013086,0.600493019,0.627784633,0.117205562,0.005010198,0.003949759,6.31E-06,0.000208269,1.54E-05,0.120109251,0.004466342,0.003881469,4.142630629,0.630312122,0.674673185,0.003254042,9.47E-05,0.000153892,1.30E-06,5.26E-06,8.27E-07,0.003594931,1.54E-05,5.51E-05,0.600298718,0.594198545,0.648329043,2
8.92E-05,6.44E-05,9.07E-05,7.68E-07,9.05E-07,4.72E-07,2.99E-05,5.96E-07,4.04E-07,0.540298644,0.578038463,0.720220612,6.51E-05,7.24E-05,8.51E-05,7.78E-07,8.35E-07,4.85E-07,6.83E-06,1.44E-06,6.87E-08,0.622172869,0.607573286,0.650474607,6.29E-05,6.47E-05,9.68E-05,1.11E-06,2.03E-06,5.18E-07,3.72E-06,7.40E-07,5.32E-08,0.561939939,0.597141105,0.658281766,6.37E-05,6.44E-05,9.46E-05,1.21E-06,1.75E-06,5.57E-07,2.43E-06,1.22E-06,3.86E-08,0.562304897,0.594774016,0.682133192,5.99E-05,6.90E-05,8.46E-05,8.37E-07,1.09E-06,5.26E-07,2.70E-06,7.71E-07,3.02E-08,0.588948318,0.605011912,0.670631884,2
6.42E-05,6.55E-05,0.000107754,1.33E-06,2.08E-06,5.16E-07,9.92E-06,7.76E-07,1.25E-07,0.562777743,0.564251332,0.666874088,6.01E-05,6.81E-05,9.18E-05,1.59E-06,2.82E-06,4.43E-07,1.93E-06,9.58E-07,1.94E-08,0.567736571,0.553629163,0.590481268,6.93E-05,6.56E-05,9.55E-05,9.40E-07,1.29E-06,5.20E-07,1.08E-06,5.52E-07,1.47E-08,0.607698072,0.551649849,0.602202402,6.18E-05,6.26E-05,9.30E-05,9.49E-07,1.11E-06,5.00E-07,1.47E-06,4.24E-07,1.84E-08,0.620490149,0.564428188,0.637047004,6.55E-05,6.40E-05,7.91E-05,8.54E-07,9.13E-07,4.86E-07,2.48E-06,4.81E-07,2.68E-08,0.578189229,0.544057655,0.659533368,2
6.23E-05,7.79E-05,9.94E-05,8.37E-07,1.01E-06,4.86E-07,3.03E-06,7.09E-07,3.34E-08,0.603556652,0.588298439,0.642529617,0.000116159,6.80E-05,9.27E-05,8.74E-07,9.96E-07,6.28E-07,4.46E-06,1.19E-06,6.95E-08,0.542223194,0.599846122,0.666523701,0.038113261,0.006827609,0.001250516,7.71E-05,0.000270341,3.43E-05,0.036428767,0.005224609,0.000724275,1.383874103,0.606599483,0.65541905,6.74E-05,8.28E-05,8.45E-05,1.03E-06,1.47E-06,5.96E-07,2.82E-06,1.48E-06,2.67E-08,0.527227118,0.552264712,0.695582905,5.76E-05,7.23E-05,8.59E-05,9.38E-07,7.90E-07,4.63E-07,8.72E-07,7.73E-07,9.81E-09,0.589953418,0.531985657,0.609713938,1
0.00261973,0.001095733,0.000220836,1.10E-05,1.71E-05,1.48E-05,0.001796068,0.000566955,1.47E-05,0.605012216,0.640189461,0.622782848,5.67E-05,6.40E-05,8.21E-05,7.77E-07,8.91E-07,5.62E-07,3.95E-06,3.98E-06,4.28E-08,0.573247469,0.570867822,0.605392144,6.84E-05,7.19E-05,7.86E-05,8.02E-07,8.97E-07,4.77E-07,5.65E-06,1.36E-06,4.88E-08,0.600777518,0.554564999,0.705799378,6.32E-05,6.13E-05,9.46E-05,8.84E-07,1.09E-06,4.68E-07,1.76E-06,7.31E-07,2.01E-08,0.566603042,0.545619421,0.634684677,5.76E-05,6.72E-05,9.13E-05,8.15E-07,8.18E-07,4.78E-07,1.35E-06,9.23E-07,1.86E-08,0.553298715,0.594656233,0.648304769,1
6.25E-05,7.22E-05,8.45E-05,7.92E-07,8.36E-07,4.90E-07,1.61E-06,8.53E-07,2.16E-08,0.534098358,0.63002871,0.586011288,5.89E-05,6.90E-05,8.89E-05,7.90E-07,7.96E-07,4.64E-07,1.43E-06,8.08E-07,1.94E-08,0.596552536,0.52611973,0.663441066,5.84E-05,6.61E-05,8.33E-05,7.88E-07,7.97E-07,5.13E-07,1.64E-06,1.41E-06,2.50E-08,0.541254609,0.516784801,0.613908884,6.27E-05,5.85E-05,9.41E-05,8.54E-07,9.27E-07,4.70E-07,1.55E-06,6.11E-07,1.91E-08,0.544363344,0.547445079,0.637278721,6.18E-05,7.45E-05,8.42E-05,8.68E-07,7.54E-07,4.90E-07,1.57E-06,8.90E-07,2.12E-08,0.556775833,0.535437657,0.6308255,1
6.62E-05,6.65E-05,8.33E-05,8.37E-07,8.23E-07,5.06E-07,2.04E-06,1.08E-06,2.81E-08,0.57751433,0.524220609,0.616180068,6.73E-05,6.43E-05,8.64E-05,8.01E-07,9.50E-07,4.72E-07,2.23E-06,8.67E-07,2.61E-08,0.56400094,0.515852998,0.653005339,6.14E-05,6.92E-05,9.10E-05,7.92E-07,7.86E-07,4.75E-07,1.66E-06,8.57E-07,2.14E-08,0.531752175,0.554427037,0.604833323,6.29E-05,6.35E-05,9.06E-05,7.90E-07,8.49E-07,5.13E-07,2.16E-06,8.93E-07,2.82E-08,0.584461657,0.61027648,0.643021616,6.11E-05,7.33E-05,8.35E-05,7.78E-07,7.99E-07,4.67E-07,4.07E-06,8.93E-07,4.52E-08,0.526209093,0.575811815,0.671887248,0
5.60E-05,6.11E-05,8.74E-05,8.08E-07,8.27E-07,5.13E-07,1.74E-06,8.44E-07,2.47E-08,0.559542822,0.565876915,0.622649835,5.53E-05,7.02E-05,8.78E-05,9.81E-07,1.11E-06,4.79E-07,1.92E-06,1.33E-06,3.15E-08,0.533052705,0.589027099,0.635617505,6.12E-05,6.06E-05,8.35E-05,8.05E-07,8.32E-07,4.90E-07,1.90E-06,1.21E-06,2.85E-08,0.567484118,0.532978057,0.61016753,5.82E-05,6.90E-05,8.98E-05,9.27E-07,9.69E-07,4.88E-07,1.96E-06,7.70E-07,2.41E-08,0.596971814,0.537772939,0.636538291,6.17E-05,7.10E-05,8.02E-05,8.94E-07,9.87E-07,4.96E-07,1.57E-06,9.80E-07,2.25E-08,0.587444447,0.568032874,0.609661281,0
5.99E-05,6.42E-05,7.67E-05,7.49E-07,8.36E-07,5.07E-07,3.60E-06,9.30E-07,4.38E-08,0.617656785,0.504306439,0.578674075,5.88E-05,6.80E-05,8.31E-05,8.03E-07,8.63E-07,4.67E-07,2.85E-06,1.21E-06,2.44E-08,0.477885366,0.554729429,0.643874364,6.10E-05,6.70E-05,8.44E-05,7.86E-07,7.74E-07,4.66E-07,2.20E-06,9.27E-07,2.89E-08,0.506055865,0.5829695,0.674232887,6.15E-05,7.23E-05,8.19E-05,7.92E-07,8.22E-07,5.33E-07,1.48E-06,8.29E-07,2.02E-08,0.549880279,0.578797545,0.632565408,6.19E-05,6.47E-05,8.97E-05,8.38E-07,8.50E-07,4.74E-07,1.54E-06,8.25E-07,2.25E-08,0.548504666,0.512608869,0.599016626,0
6.06E-05,6.65E-05,8.85E-05,7.03E-07,8.22E-07,5.25E-07,1.49E-06,6.71E-07,1.89E-08,0.536308386,0.514517294,0.629706823,5.23E-05,7.04E-05,8.46E-05,8.17E-07,8.23E-07,5.37E-07,1.87E-06,7.63E-07,2.52E-08,0.521821675,0.521579774,0.598621084,6.12E-05,6.77E-05,9.12E-05,8.71E-07,1.01E-06,4.99E-07,3.18E-06,9.92E-07,3.14E-08,0.603760737,0.506129846,0.620799061,6.46E-05,6.75E-05,8.64E-05,7.82E-07,8.41E-07,4.92E-07,1.90E-06,9.72E-07,2.71E-08,0.528399725,0.520598948,0.652356838,6.35E-05,7.21E-05,8.13E-05,8.38E-07,8.69E-07,5.31E-07,2.25E-06,7.96E-07,2.90E-08,0.539496792,0.500064711,0.627145033,1
0.188514768,0.023208538,0.008434587,0.000339991,0.002352748,0.000224359,0.167787407,0.010037383,0.004094109,5.201263685,0.790362152,0.766280815,8.79E-05,0.000126378,7.99E-05,3.19E-06,3.66E-06,8.61E-07,3.24E-05,0.000167573,1.20E-06,0.537616051,0.538005075,0.625881287,6.09E-05,9.09E-05,7.76E-05,1.09E-06,1.69E-06,5.41E-07,3.42E-06,7.25E-06,1.65E-07,0.51816405,0.555429532,0.588838739,6.28E-05,9.35E-05,8.33E-05,9.61E-07,1.74E-06,5.64E-07,4.63E-06,6.16E-06,1.76E-07,0.577545456,0.531357594,0.551991273,5.63E-05,8.48E-05,8.77E-05,1.11E-06,1.81E-06,5.58E-07,1.72E-06,5.24E-06,5.56E-08,0.587272084,0.531343487,0.611992229,1
6.45E-05,9.80E-05,8.06E-05,9.92E-07,1.88E-06,4.89E-07,3.25E-06,5.65E-06,1.04E-07,0.566745829,0.582886844,0.580529501,6.66E-05,0.000100604,8.26E-05,9.31E-07,1.72E-06,5.34E-07,1.82E-06,5.23E-06,5.36E-08,0.533456094,0.566803866,0.615919118,7.16E-05,9.10E-05,9.02E-05,1.49E-06,2.44E-06,5.40E-07,4.27E-06,5.35E-06,1.57E-07,0.552161374,0.542609429,0.63209943,6.39E-05,9.22E-05,7.72E-05,1.07E-06,1.82E-06,4.85E-07,2.13E-06,5.01E-06,6.33E-08,0.538001748,0.567528127,0.624975176,6.68E-05,9.76E-05,9.21E-05,1.08E-06,2.00E-06,4.75E-07,1.70E-06,4.94E-06,4.76E-08,0.536771371,0.576415334,0.590079,2
0.116035507,0.002809065,0.002513138,4.39E-06,3.66E-05,3.77E-06,0.106540812,0.002799296,0.002189389,3.65483712,0.610486443,0.663983412,0.000206771,7.87E-05,9.24E-05,8.92E-07,1.38E-05,5.60E-07,0.000921892,1.24E-05,1.16E-05,0.528715737,0.517372505,0.596522269,7.81E-05,7.68E-05,9.51E-05,8.00E-07,9.36E-07,5.05E-07,2.17E-05,1.16E-06,2.66E-07,0.516914701,0.569740037,0.591041577,7.08E-05,7.60E-05,8.49E-05,8.64E-07,7.01E-07,5.06E-07,5.72E-06,9.33E-07,7.69E-08,0.509586808,0.50186521,0.590880087,0.001012747,0.000349651,0.000104031,2.07E-06,6.14E-06,3.94E-06,0.001205644,0.000326352,8.34E-06,0.560096949,0.50104448,0.551323427,2
6.40E-05,7.18E-05,9.14E-05,9.46E-07,1.95E-06,5.70E-07,4.48E-05,2.20E-06,4.13E-07,0.536103157,0.51540976,0.605390527,5.52E-05,6.59E-05,8.97E-05,7.59E-07,8.33E-07,5.35E-07,1.40E-06,6.37E-07,2.12E-08,0.530448041,0.514145687,0.602368029,9.78E-05,7.44E-05,0.000130774,1.02E-06,1.28E-06,6.22E-07,2.26E-05,3.30E-06,2.27E-07,0.543495909,0.524218677,0.656908046,0.040654161,0.004698618,0.001726141,3.87E-05,0.000162765,2.83E-05,0.030722847,0.002857848,0.000512061,1.543267567,0.559731985,0.647582003,0.00018015,9.23E-05,8.40E-05,1.02E-06,1.95E-06,5.51E-07,0.000127522,1.54E-05,3.44E-06,0.506413992,0.529540227,0.702585244,2
