accX_means1,accY_means1,accZ_means1,accX_medians1,accY_medians1,accZ_medians1,accX_maxes1,accY_maxes1,accZ_maxes1,accX_mins1,accY_mins1,accZ_mins1,accX_variances1,accY_variances1,accZ_variances1,accX_means5,accY_means5,accZ_means5,accX_medians5,accY_medians5,accZ_medians5,accX_maxes5,accY_maxes5,accZ_maxes5,accX_mins5,accY_mins5,accZ_mins5,accX_variances5,accY_variances5,accZ_variances5,accX_means10,accY_means10,accZ_means10,accX_medians10,accY_medians10,accZ_medians10,accX_maxes10,accY_maxes10,accZ_maxes10,accX_mins10,accY_mins10,accZ_mins10,accX_variances10,accY_variances10,accZ_variances10,accX_means20,accY_means20,accZ_means20,accX_medians20,accY_medians20,accZ_medians20,accX_maxes20,accY_maxes20,accZ_maxes20,accX_mins20,accY_mins20,accZ_mins20,accX_variances20,accY_variances20,accZ_variances20,accX_means30,accY_means30,accZ_means30,accX_medians30,accY_medians30,accZ_medians30,accX_maxes30,accY_maxes30,accZ_maxes30,accX_mins30,accY_mins30,accZ_mins30,accX_variances30,accY_variances30,accZ_variances30
5.044928555,3.4935566778333333,5.6441755385,6.760935,4.66251,4.06757,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,9.137379788300565,7.82636134966579,9.390093019916593,5.044928555,3.4935566778333333,5.6441755385,6.760935,4.66251,4.06757,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,9.137379788300565,7.82636134966579,9.390093019916593,5.044928555,3.4935566778333333,5.6441755385,6.760935,4.66251,4.06757,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,9.137379788300565,7.82636134966579,9.390093019916593,5.044928555,3.4935566778333333,5.6441755385,6.760935,4.66251,4.06757,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,9.137379788300565,7.82636134966579,9.390093019916593,5.044928555,3.4935566778333333,5.6441755385,6.760935,4.66251,4.06757,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,9.137379788300565,7.82636134966579,9.390093019916593
1.3833701333333333,-0.014137158833333333,9.51882465,1.41252,-0.023941,9.51415,1.97274,0.34475,9.86369,0.986369,-0.481214,9.04251,0.015254322038983862,0.0035785934733211923,0.0028076399551360634,3.2141493441666666,1.7397097595,7.58150009425,1.4328699999999999,0.04429085,9.50697,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,7.927048252441049,6.990249242266158,8.448890088771883,3.2141493441666666,1.7397097595,7.58150009425,1.4328699999999999,0.04429085,9.50697,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,7.927048252441049,6.990249242266158,8.448890088771883,3.2141493441666666,1.7397097595,7.58150009425,1.4328699999999999,0.04429085,9.50697,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,7.927048252441049,6.990249242266158,8.448890088771883,3.2141493441666666,1.7397097595,7.58150009425,1.4328699999999999,0.04429085,9.50697,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,7.927048252441049,6.990249242266158,8.448890088771883
1.46842825,-0.028182547266666667,9.50353445,1.46519,-0.0287292,9.50218,1.69502,0.107734,9.59794,1.35267,-0.153222,9.34177,0.0006855321670492485,0.0003254511433082339,0.00026154556397079185,2.6322423127777776,1.150412323911111,8.222178212833333,1.45561,-0.0167587,9.50457,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,5.961066339017379,5.35390832131288,6.452508231297183,2.6322423127777776,1.150412323911111,8.222178212833333,1.45561,-0.0167587,9.50457,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,5.961066339017379,5.35390832131288,6.452508231297183,2.6322423127777776,1.150412323911111,8.222178212833333,1.45561,-0.0167587,9.50457,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,5.961066339017379,5.35390832131288,6.452508231297183,2.6322423127777776,1.150412323911111,8.222178212833333,1.45561,-0.0167587,9.50457,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,5.961066339017379,5.35390832131288,6.452508231297183
1.50910795,-0.03939092533333333,9.497377433333332,1.50828,-0.0406997,9.49739,1.54659,0.0,9.58358,1.47716,-0.0646407,9.47106,8.771684837813028e-05,8.413557695902325e-05,0.00010299100141458262,2.351458722083333,0.8529615116,8.540978017958333,1.48434,-0.0263351,9.50218,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,4.706817317577305,4.280435916887519,5.143761514421506,2.351458722083333,0.8529615116,8.540978017958333,1.48434,-0.0263351,9.50218,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,4.706817317577305,4.280435916887519,5.143761514421506,2.351458722083333,0.8529615116,8.540978017958333,1.48434,-0.0263351,9.50218,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,4.706817317577305,4.280435916887519,5.143761514421506,2.351458722083333,0.8529615116,8.540978017958333,1.48434,-0.0263351,9.50218,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,4.706817317577305,4.280435916887519,5.143761514421506
1.5183088333333334,-0.03741180266666667,9.495458583333333,1.51786,-0.0383056,9.495,1.56095,-0.0023941,9.52133,1.49392,-0.0694289,9.46627,7.904673018920428e-05,8.790262451561892e-05,8.567976610322978e-05,2.184828744333333,0.6748868487466667,8.731874131033333,1.50349,-0.0287292,9.49978,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,3.8762549808866034,3.5509654701197673,4.2604972014414155,2.184828744333333,0.6748868487466667,8.731874131033333,1.50349,-0.0287292,9.49978,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,3.8762549808866034,3.5509654701197673,4.2604972014414155,2.184828744333333,0.6748868487466667,8.731874131033333,1.50349,-0.0287292,9.49978,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,3.8762549808866034,3.5509654701197673,4.2604972014414155,2.184828744333333,0.6748868487466667,8.731874131033333,1.50349,-0.0287292,9.49978,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,3.8762549808866034,3.5509654701197673,4.2604972014414155
1.5238750666666667,-0.03769909395,9.493830283333333,1.52504,-0.0383056,9.4926,1.60165,0.0143646,9.53091,1.42449,-0.10534,9.46387,0.0001378270978252643,0.00011221802136447469,9.921267921842038e-05,1.4806180466666667,-0.03136430561,9.50180508,1.50828,-0.0359115,9.49978,1.97274,0.34475,9.86369,0.986369,-0.481214,9.04251,0.005987307442919462,0.0009261781057223632,0.0007537732159989397,2.0746697980555555,0.5561225249638889,8.858866823083334,1.51068,-0.0311233,9.49739,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,3.2907477432956562,3.0295365452482437,3.6308916711674266,2.0746697980555555,0.5561225249638889,8.858866823083334,1.51068,-0.0311233,9.49739,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,3.2907477432956562,3.0295365452482437,3.6308916711674266,2.0746697980555555,0.5561225249638889,8.858866823083334,1.51068,-0.0311233,9.49739,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,3.2907477432956562,3.0295365452482437,3.6308916711674266
1.4538162333333333,-0.03330591833333333,9.511087783333332,1.52025,-0.0383056,9.50457,1.72375,0.19871,9.66498,1.07495,-0.313627,9.38966,0.013727781928693379,0.0013898329590132069,0.0007206467611883822,1.4947072666666668,-0.03519805751,9.500257706666666,1.51307,-0.0359115,9.49739,1.72375,0.19871,9.66498,1.07495,-0.313627,9.34177,0.0037354876508124933,0.00041568682708908945,0.0002938231243154003,1.9859764316666666,0.47191846163571427,8.95204124597619,1.51068,-0.0335174,9.49978,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.8696975954225943,2.639392881203013,3.164273377850257,1.9859764316666666,0.47191846163571427,8.95204124597619,1.51068,-0.0335174,9.49978,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.8696975954225943,2.639392881203013,3.164273377850257,1.9859764316666666,0.47191846163571427,8.95204124597619,1.51068,-0.0335174,9.49978,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.8696975954225943,2.639392881203013,3.164273377850257
1.1273810916666667,0.0527340336,9.560957116666666,1.11804,0.0574584,9.56203,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.017498648864707776,0.01393103771730496,0.001193752560453805,1.426497835,-0.019014741336666665,9.51174224,1.51307,-0.0359115,9.49978,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.029296086674129154,0.0044082671367015065,0.0010830586260577642,1.8786520141666667,0.41952040813125,9.0281557298125,1.50589,-0.0311233,9.50218,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.5937413047991322,2.3303617590613928,2.809368139947026,1.8786520141666667,0.41952040813125,9.0281557298125,1.50589,-0.0311233,9.50218,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.5937413047991322,2.3303617590613928,2.809368139947026,1.8786520141666667,0.41952040813125,9.0281557298125,1.50589,-0.0311233,9.50218,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.5937413047991322,2.3303617590613928,2.809368139947026
1.1407642466666668,0.06999947866666667,9.551456583333334,1.15874,0.071823,9.55006,1.35027,0.227439,9.61949,0.909757,-0.0383056,9.45669,0.0027225132959023263,0.0006969608833920052,0.00019860435708819767,1.3528290943333334,0.0028633394633333334,9.52255807,1.50828,-0.02753215,9.50936,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.03936229022822951,0.005554027921363346,0.0012594023078777406,1.7966644844444444,0.38068474930185187,9.086300269092593,1.49631,-0.0263351,9.50457,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.3595821012204516,2.0835299433307637,2.5242316513008607,1.7966644844444444,0.38068474930185187,9.086300269092593,1.49631,-0.0263351,9.50457,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.3595821012204516,2.0835299433307637,2.5242316513008607,1.7966644844444444,0.38068474930185187,9.086300269092593,1.49631,-0.0263351,9.50457,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.3595821012204516,2.0835299433307637,2.5242316513008607
1.1772460016666666,0.08101233298333334,9.5442506,1.1779,0.0813994,9.54288,1.45082,0.217863,9.60512,0.799629,-0.0430938,9.47345,0.0009762546686694464,0.00031291143268177856,0.00011341273152587355,1.284616528,0.026548166593333332,9.532316473333333,1.18508,0.047882,9.54048,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.03557639225701956,0.005935146306263632,0.0011169024571150061,1.7347226361666668,0.35071750767,9.132095302183334,1.46279,-0.0215469,9.50697,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.158218926439637,1.8832571293259124,2.290655544692742,1.7347226361666668,0.35071750767,9.132095302183334,1.46279,-0.0215469,9.50697,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.158218926439637,1.8832571293259124,2.290655544692742,1.7347226361666668,0.35071750767,9.132095302183334,1.46279,-0.0215469,9.50697,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.158218926439637,1.8832571293259124,2.290655544692742
