accX_means,accY_means,accZ_means,gyroX_means,gyroY_means,gyroZ_means,gravX_means,gravY_means,gravZ_means,magX_means,magY_means,magZ_means,accX_medians,accY_medians,accZ_medians,gyroX_medians,gyroY_medians,gyroZ_medians,gravX_medians,gravY_medians,gravZ_medians,magX_medians,magY_medians,magZ_medians,accX_maxes,accY_maxes,accZ_maxes,gyroX_maxes,gyroY_maxes,gyroZ_maxes,gravX_maxes,gravY_maxes,gravZ_maxes,magX_maxes,magY_maxes,magZ_maxes,accX_mins,accY_mins,accZ_mins,gyroX_mins,gyroY_mins,gyroZ_mins,gravX_mins,gravY_mins,gravZ_mins,magX_mins,magY_mins,magZ_mins,accX_variances,accY_variances,accZ_variances,gyroX_variances,gyroY_variances,gyroZ_variances,gravX_variances,gravY_variances,gravZ_variances,magX_variances,magY_variances,magZ_variances,tags
1.269977635,1.115493061,9.395215878,0.005809439,0.009693167,0.009776734,1.27456639,1.136127131,9.521316339,-17.9649544,1.007499372,-36.46376517,0.95764,0.371085,9.58836,0.000119658,-0.000510294,-0.000191361,0.977623,0.372904,9.75021,-18.0488,6.56375,-38.2703,8.74086,6.78248,13.9097,2.50454,2.23285,2.92366,7.28208,6.31773,9.75387,1.7835,12.0971,0,-4.40754,-1.8267,3.19133,-1.05558,-1.29062,-0.411051,-3.27633,-1.25561,0,-44.5172,-23.4279,-41.3046,0.536251562,1.812220309,0.225252234,0.014954146,0.040632954,0.025040491,0.461553628,1.855163879,0.23085835,6.800107447,108.2668077,15.58252487,3
1.185036976,0.925758094,9.446188513,0.00433228,0.007265472,0.007339546,1.192322481,0.942563115,9.579548308,-17.90454767,2.486795213,-36.97127083,0.948063,0.366297,9.59315,2.89E-05,-0.00017879,-0.000170409,0.963785,0.3694725,9.75181,-18.0306,6.62883,-38.3044,8.74086,6.78248,13.9097,2.50454,2.23285,2.92366,7.28208,6.31773,9.75525,1.7835,12.0971,0,-4.40754,-1.8267,3.19133,-1.05558,-1.29062,-0.411051,-3.27633,-1.25561,0,-44.5172,-23.4279,-41.3046,0.423831008,1.467053624,0.176737553,0.011220813,0.030488439,0.018795744,0.366421334,1.503628166,0.183296875,5.247347825,87.89854793,12.61316125,3
1.131052038,0.810952283,9.47613528,0.003447284,0.005787127,0.005881509,1.140022331,0.825527615,9.614804693,-17.84398271,3.386551017,-37.2760267,0.938487,0.361509,9.59315,2.89E-05,-0.00017879,-0.00014387,0.955215,0.36573,9.752985,-17.7493,6.74422,-38.3127,8.74086,6.78248,13.9097,2.50454,2.23285,2.92366,7.28208,6.31773,9.75638,1.7835,12.0971,0,-4.40754,-1.8267,3.19133,-1.05558,-1.29062,-0.411051,-3.27633,-1.25561,0,-44.5172,-23.4279,-41.3199,0.350715717,1.226298732,0.144983888,0.008979177,0.024397603,0.015043955,0.304059393,1.257610045,0.151599006,4.31303852,73.65458658,10.58866018,3
1.094483503,0.734329953,9.495734658,0.002867205,0.004812829,0.004905777,1.104646364,0.747523422,9.638356761,-17.79729173,3.994518133,-37.47641553,0.933698,0.359115,9.59315,2.89E-05,-0.000127573,-0.00014387,0.9489555,0.3633325,9.75371,-17.7376,6.7649,-38.3179,8.74086,6.78248,13.9097,2.50454,2.23285,2.92366,7.28208,6.31773,9.75657,1.7835,12.0971,0,-4.40754,-1.8267,3.19133,-1.05558,-1.29062,-0.411051,-3.27633,-1.25561,0,-44.5172,-23.4279,-41.3199,0.298955931,1.05124226,0.122749297,0.007484048,0.02033509,0.01254079,0.259628365,1.078382346,0.12909976,3.694119303,63.3193208,9.12662923,3
0.932270654,0.359644208,9.595279233,-2.81E-05,-0.000246796,7.59E-06,0.949981024,0.365788996,9.753552536,-17.73648397,6.934017011,-38.50560894,0.924122,0.356721,9.59555,2.89E-05,-0.000127573,-0.00014387,0.9384205,0.3602175,9.755025,-17.7239,6.91145,-38.4613,1.51068,0.890605,9.70089,0.0316109,0.0756271,0.0438119,1.32939,0.547456,9.75673,-15.0247,10.038,-35.1673,0.701471,-0.0790053,9.38247,-0.0258104,-0.0557088,-0.0313748,0.921598,0.354439,9.70201,-21.0506,4.65754,-41.3199,0.001733581,0.00076359,0.000168605,2.43E-06,9.12E-06,3.55E-06,0.001898905,0.000405001,3.09E-05,0.61644717,0.557901436,0.624454148,3
0.920087339,0.353978841,9.595979428,-5.95E-05,-1.34E-05,5.30E-05,0.935429599,0.359783551,9.755292694,-17.59513656,6.975824056,-38.49715167,0.91694,0.354327,9.59555,2.89E-05,-8.01E-05,-0.000102897,0.9289165,0.358823,9.75601,-17.5773,6.92344,-38.46215,1.12523,0.493184,9.73201,0.00368474,0.00776245,0.00737507,0.985844,0.378369,9.75734,-15.0221,10.038,-35.1673,0.797235,0.25138,9.55724,-0.00460383,-0.0114011,-0.00484222,0.916542,0.348591,9.74963,-20.304,4.67063,-41.3199,0.000271522,0.000127326,0.000102502,8.01E-07,1.07E-06,6.42E-07,0.000160489,1.62E-05,1.85E-06,0.578286053,0.559913825,0.621979306,3
0.913981038,0.351338019,9.595722739,-4.65E-05,3.83E-05,6.42E-05,0.929092769,0.357161845,9.755999253,-17.48762989,7.017551908,-38.49550386,0.912152,0.351933,9.59555,1.96E-05,7.17E-05,4.47E-05,0.9265075,0.357615,9.75622,-17.4397,7.0333,-38.4614,1.12523,0.493184,9.73201,0.00368474,0.00631398,0.00737507,0.965928,0.367707,9.7575,-14.8799,9.58642,-35.1673,0.797235,0.25138,9.55724,-0.00460383,-0.0114011,-0.00484222,0.915669,0.348591,9.75203,-20.304,4.66739,-41.3199,0.000192753,0.000120922,9.85E-05,7.87E-07,9.46E-07,6.25E-07,7.47E-05,1.25E-05,8.70E-07,0.560307327,0.558632131,0.623042273,3
0.910267524,0.349982022,9.595552475,-2.67E-05,1.66E-05,4.78E-05,0.925391997,0.35589677,9.756400289,-17.39140483,7.039082139,-38.49345025,0.909757,0.349538,9.59555,1.96E-05,-8.01E-05,4.47E-05,0.9250335,0.3561665,9.75638,-17.4267,7.04389,-38.4614,1.12523,0.493184,9.73201,0.00326245,0.00631398,0.00737507,0.953852,0.365006,9.7575,-14.8799,9.60733,-35.4614,0.797235,0.25138,9.55724,-0.00460383,-0.0114011,-0.00484222,0.915669,0.348591,9.75343,-20.304,4.55161,-41.3199,0.000122448,0.000105435,9.63E-05,7.69E-07,8.90E-07,6.04E-07,1.89E-05,8.41E-06,2.40E-07,0.56141958,0.558547112,0.621719687,3
0.908904208,0.349259138,9.595194636,-2.75E-06,2.53E-05,2.29E-05,0.924011822,0.355288061,9.756553628,-17.30111156,7.056898147,-38.48489128,0.909757,0.349538,9.59555,-4.38E-05,1.86E-06,4.47E-05,0.9240895,0.355122,9.75654,-17.2885,7.05023,-38.4636,1.12523,0.493184,9.73201,0.00326245,0.00631398,0.00737507,0.953852,0.365006,9.7575,-14.8557,9.60733,-35.4512,0.797235,0.25138,9.55724,-0.00460383,-0.0114011,-0.00484222,0.915669,0.348591,9.75343,-20.304,4.50886,-41.187,0.000116046,0.000105788,9.53E-05,7.89E-07,8.87E-07,5.93E-07,1.23E-05,8.36E-06,1.70E-07,0.572695756,0.567238843,0.617103065,3
0.907602741,0.348310143,9.595017114,3.45E-06,2.27E-05,2.29E-05,0.922748337,0.354308983,9.756708922,-17.21296661,7.067752422,-38.47868594,0.907363,0.347144,9.59555,-7.82E-05,1.86E-06,4.47E-05,0.922909,0.354,9.756705,-17.2735,7.05578,-38.4636,1.12523,0.493184,9.73201,0.0029761,0.00631398,0.00737507,0.953852,0.365006,9.7575,-14.5337,9.7691,-35.4512,0.847511,0.28011,9.55724,-0.00460383,-0.0114011,-0.00484222,0.915669,0.348591,9.75343,-20.304,4.27289,-41.187,0.000107325,9.91E-05,9.38E-05,7.88E-07,8.59E-07,5.84E-07,1.06E-05,8.56E-06,1.55E-07,0.561508049,0.568919423,0.632977127,3
