accX_means1,accY_means1,accZ_means1,accX_medians1,accY_medians1,accZ_medians1,accX_maxes1,accY_maxes1,accZ_maxes1,accX_mins1,accY_mins1,accZ_mins1,accX_variances1,accY_variances1,accZ_variances1,accX_means6,accY_means6,accZ_means6,accX_medians6,accY_medians6,accZ_medians6,accX_maxes6,accY_maxes6,accZ_maxes6,accX_mins6,accY_mins6,accZ_mins6,accX_variances6,accY_variances6,accZ_variances6,accX_means10,accY_means10,accZ_means10,accX_medians10,accY_medians10,accZ_medians10,accX_maxes10,accY_maxes10,accZ_maxes10,accX_mins10,accY_mins10,accZ_mins10,accX_variances10,accY_variances10,accZ_variances10,accX_means20,accY_means20,accZ_means20,accX_medians20,accY_medians20,accZ_medians20,accX_maxes20,accY_maxes20,accZ_maxes20,accX_mins20,accY_mins20,accZ_mins20,accX_variances20,accY_variances20,accZ_variances20,accX_means30,accY_means30,accZ_means30,accX_medians30,accY_medians30,accZ_medians30,accX_maxes30,accY_maxes30,accZ_maxes30,accX_mins30,accY_mins30,accZ_mins30,accX_variances30,accY_variances30,accZ_variances30,tags
5.044928555,3.493556678,5.644175539,6.760935,4.66251,4.06757,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,9.137379788,7.82636135,9.39009302,2.632242313,1.150412324,8.222178213,1.45561,-0.0167587,9.50457,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,5.961066339,5.353908321,6.452508231,2.184828744,0.674886849,8.731874131,1.50349,-0.0287292,9.49978,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,3.876254981,3.55096547,4.260497201,1.734722636,0.350717508,9.132095302,1.46279,-0.0215469,9.50697,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.158218926,1.883257129,2.290655545,1.53672579,0.257253364,9.270540098,1.18987,0.0526702,9.5357,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.518017975,1.273170784,1.565427306,1
1.383370133,-0.014137159,9.51882465,1.41252,-0.023941,9.51415,1.97274,0.34475,9.86369,0.986369,-0.481214,9.04251,0.015254322,0.003578593,0.00280764,2.351458722,0.852961512,8.540978018,1.48434,-0.0263351,9.50218,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,4.706817318,4.280435917,5.143761514,2.074669798,0.556122525,8.858866823,1.51068,-0.0311233,9.49739,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,3.290747743,3.029536545,3.630891671,1.684105683,0.326356285,9.169497941,1.44364,-0.0143646,9.51175,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.987625923,1.71797281,2.096383021,1.511263449,0.246090415,9.288108596,1.18268,0.0574584,9.53809,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.432874289,1.195466428,1.472215275,1
1.46842825,-0.028182547,9.50353445,1.46519,-0.0287292,9.50218,1.69502,0.107734,9.59794,1.35267,-0.153222,9.34177,0.000685532,0.000325451,0.000261546,2.184828744,0.674886849,8.731874131,1.50349,-0.0287292,9.49978,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,3.876254981,3.55096547,4.260497201,1.985976432,0.471918462,8.952041246,1.51068,-0.0335174,9.49978,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.869697595,2.639392881,3.164273378,1.63912682,0.304457539,9.200872618,1.39337,0.023941,9.51894,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.844304727,1.580111571,1.93250568,1.488681411,0.236299667,9.303466556,1.1779,0.0598525,9.54048,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.35674563,1.126676702,1.38938529,1
1.50910795,-0.039390925,9.497377433,1.50828,-0.0406997,9.49739,1.54659,0,9.58358,1.47716,-0.0646407,9.47106,8.77E-05,8.41E-05,0.000102991,2.074669798,0.556122525,8.858866823,1.51068,-0.0311233,9.49739,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,3.290747743,3.029536545,3.630891671,1.878652014,0.419520408,9.02815573,1.50589,-0.0311233,9.50218,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.593741305,2.330361759,2.80936814,1.599432098,0.285732005,9.227623303,1.2976,0.0430938,9.52851,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.721335726,1.462764176,1.792427153,1.468331399,0.227606312,9.317053353,1.17311,0.0622466,9.54048,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.288408637,1.065367003,1.315332936,1
1.518308833,-0.037411803,9.495458583,1.51786,-0.0383056,9.495,1.56095,-0.0023941,9.52133,1.49392,-0.0694289,9.46627,7.90E-05,8.79E-05,8.57E-05,1.476151078,-0.031687908,9.503352197,1.51068,-0.0359115,9.49978,1.97274,0.34475,9.86369,0.986369,-0.481214,9.04251,0.007373727,0.001003613,0.000760022,1.796664484,0.380684749,9.086300269,1.49631,-0.0263351,9.50457,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.359582101,2.083529943,2.524231651,1.565094263,0.269781873,9.250619158,1.215005,0.0502761,9.5333,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.613705095,1.36158263,1.671262447,1.449883677,0.219782686,9.329304256,1.16832,0.0646407,9.54288,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.22673653,1.010402481,1.248806908,1
1.523875067,-0.037699094,9.493830283,1.52504,-0.0383056,9.4926,1.60165,0.0143646,9.53091,1.42449,-0.10534,9.46387,0.000137827,0.000112218,9.92E-05,1.433486238,-0.020542709,9.510374275,1.50828,-0.0335174,9.49978,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.024770402,0.003739195,0.000955388,1.734722636,0.350717508,9.132095302,1.46279,-0.0215469,9.50697,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,2.158218926,1.883257129,2.290655545,1.53672579,0.257253364,9.270540098,1.18987,0.0526702,9.5357,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.518017975,1.273170784,1.565427306,1.433306273,0.212801673,9.340197995,1.16114,0.0646407,9.54288,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.170625144,0.960810909,1.188620964,1
1.453816233,-0.033305918,9.511087783,1.52025,-0.0383056,9.50457,1.72375,0.19871,9.66498,1.07495,-0.313627,9.38966,0.013727782,0.001389833,0.000720647,1.37887557,-0.004179038,9.518361297,1.50828,-0.0311233,9.50457,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.036207722,0.004890147,0.001154674,1.348023396,0.009636246,9.522030182,1.43646,-0.0215469,9.51415,2.54972,1.00792,9.86369,0.258563,-1.41252,9.04251,0.031383051,0.004725392,0.001159048,1.511263449,0.246090415,9.288108596,1.18268,0.0574584,9.53809,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.432874289,1.195466428,1.472215275,1.418331035,0.206474688,9.350107245,1.15156,0.0670348,9.54288,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.119364621,0.915858917,1.133983276,1
1.127381092,0.052734034,9.560957117,1.11804,0.0574584,9.56203,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.017498649,0.013931038,0.001193753,1.323565246,0.015888172,9.526173492,1.26169,-0.0023941,9.53091,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.037245623,0.005528646,0.001133694,1.324122316,0.017407094,9.524747123,1.26169,0.0047882,9.52851,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.033408353,0.004598748,0.000946851,1.488681411,0.236299667,9.303466556,1.1779,0.0598525,9.54048,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.35674563,1.126676702,1.38938529,1.404666574,0.200729776,9.359188571,1.14199,0.0694289,9.54288,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.072404778,0.874922382,1.084170421,1
1.140764247,0.069999479,9.551456583,1.15874,0.071823,9.55006,1.35027,0.227439,9.61949,0.909757,-0.0383056,9.45669,0.002722513,0.000696961,0.000198604,1.266836465,0.035914148,9.53418445,1.18029,0.0622466,9.54288,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.031251754,0.005404996,0.000964199,1.289589034,0.02632791,9.52925683,1.18268,0.0526702,9.53809,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.034117044,0.004478102,0.00092093,1.468331399,0.227606312,9.317053353,1.17311,0.0622466,9.54048,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.288408637,1.065367003,1.315332936,1.392167072,0.195468635,9.367416547,1.1372,0.0694289,9.54288,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.029215076,0.837492126,1.038522591,1
1.177246002,0.081012333,9.5442506,1.1779,0.0813994,9.54288,1.45082,0.217863,9.60512,0.799629,-0.0430938,9.47345,0.000976255,0.000312911,0.000113413,1.203583843,0.052792552,9.542878414,1.17311,0.0694289,9.54527,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.018873373,0.004419913,0.000655718,1.250548479,0.036510017,9.534475613,1.17311,0.0598525,9.54288,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.030694165,0.004073315,0.000831003,1.449883677,0.219782686,9.329304256,1.16832,0.0646407,9.54288,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.22673653,1.010402481,1.248806908,1.380705539,0.190640934,9.37493375,1.1348,0.071823,9.54288,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,0.989352074,0.80313348,0.99655115,1
1.17793615,0.082744057,9.543524333,1.1779,0.0837935,9.54288,1.24972,0.126887,9.574,1.13001,0.0359115,9.51415,0.000152104,0.000123683,9.64E-05,1.148463709,0.068514473,9.549135703,1.15396,0.0694289,9.54767,2.54972,1.00792,9.77989,0.258563,-1.41252,9.31065,0.004208608,0.002731867,0.000347784,1.212674312,0.048436622,9.539873082,1.16353,0.0646407,9.54527,2.54972,1.00792,9.77989,-0.440514,-1.41252,9.31065,0.024268476,0.003840418,0.000720888,1.433306273,0.212801673,9.340197995,1.16114,0.0646407,9.54288,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,1.170625144,0.960810909,1.188620964,1.370144819,0.18618684,9.381844789,1.13241,0.071823,9.54527,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,0.952454558,0.771485142,0.957836276,1
1.144359333,0.063571329,9.545994067,1.13959,0.0622466,9.54527,1.31675,0.181951,9.64822,0.909757,-0.14604,9.48302,0.000963109,0.000567394,0.000191493,1.147017261,0.070130492,9.547237061,1.14438,0.0694289,9.54767,1.45082,0.227439,9.64822,0.799629,-0.14604,9.45669,0.0013831,0.00039016,0.000135552,1.17321964,0.060071149,9.54565366,1.14199,0.0694289,9.54767,2.54972,1.00792,9.77989,-0.440514,-1.41252,9.31065,0.013732505,0.003055432,0.000490739,1.237001159,0.042120589,9.535403831,1.14199,0.0670348,9.54288,2.54972,1.00792,9.86369,-0.440514,-1.41252,9.04251,0.028643415,0.003652304,0.000834553,1.360376955,0.182107137,9.388250464,1.13001,0.071823,9.54527,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,0.918207048,0.742229653,0.922022923,1
1.123095433,0.061025608,9.548631517,1.12283,0.0598525,9.54767,1.21381,0.107734,9.58118,1.07974,0.0167587,9.51894,0.000108171,9.04E-05,8.50E-05,1.146817748,0.072106287,9.546899842,1.14199,0.0694289,9.54767,1.64235,0.538672,9.67455,-0.440514,-0.189134,9.40163,0.002525786,0.000724946,0.000195997,1.140574897,0.071366511,9.549464273,1.1348,0.071823,9.55006,2.54972,1.00792,9.77989,-0.440514,-1.41252,9.31065,0.003642239,0.001963525,0.000294792,1.223718297,0.046831778,9.536957418,1.1348,0.0694289,9.54527,2.54972,1.00792,9.77989,-0.440514,-1.41252,9.31065,0.027348861,0.003369055,0.000692843,1.351350386,0.178333624,9.394116321,1.13001,0.071823,9.54527,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,0.886317929,0.715110902,0.888770125,1
1.1187024,0.062430147,9.549565267,1.11804,0.0622466,9.55006,1.16593,0.14604,9.58358,1.07974,0.0359115,9.52133,9.26E-05,8.93E-05,8.00E-05,1.138831471,0.071711927,9.548130753,1.13241,0.0694289,9.54767,1.64235,0.538672,9.67455,-0.440514,-0.189134,9.40163,0.002239741,0.000687265,0.000197124,1.140074908,0.074075036,9.548171452,1.13241,0.0742171,9.54767,1.64235,0.538672,9.67455,-0.440514,-0.189134,9.40163,0.001917649,0.000545452,0.000168763,1.206155786,0.052227081,9.539202297,1.13001,0.071823,9.54527,2.54972,1.00792,9.77989,-0.440514,-1.41252,9.31065,0.024582233,0.003100563,0.000629993,1.34293765,0.174856153,9.399639569,1.12762,0.0742171,9.54527,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,0.856574882,0.689899109,0.857853546,1
1.139567167,0.081854246,9.549433267,1.14677,0.0766112,9.55006,1.64235,0.538672,9.67455,-0.440514,-0.189134,9.40163,0.009571975,0.002594275,0.000575462,1.13040358,0.071195868,9.549075683,1.12762,0.0694289,9.55006,1.64235,0.538672,9.67455,-0.440514,-0.189134,9.40163,0.001928352,0.000670318,0.000191468,1.137780951,0.074970828,9.548007843,1.13001,0.0742171,9.54767,1.64235,0.538672,9.67455,-0.440514,-0.189134,9.40163,0.001725264,0.000495701,0.000160134,1.186554902,0.058176818,9.541724897,1.12762,0.0742171,9.54767,2.54972,1.00792,9.77989,-0.440514,-1.41252,9.31065,0.020003663,0.00268254,0.000539004,1.335109224,0.17160241,9.404885643,1.12762,0.0742171,9.54527,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,0.828756999,0.666407529,0.829044251,1
1.129328345,0.078646173,9.551636067,1.13001,0.0790053,9.55245,1.23057,0.165193,9.63146,0.938487,0.023941,9.46866,0.000261953,0.000124054,0.000113853,1.126740558,0.07390386,9.549414822,1.12523,0.07302005,9.55006,1.64235,0.538672,9.67455,-0.440514,-0.189134,9.40163,0.001744902,0.000584346,0.000171154,1.131889909,0.074885838,9.548300688,1.12523,0.0742171,9.54767,1.64235,0.538672,9.67455,-0.440514,-0.189134,9.40163,0.001492561,0.000476955,0.000156619,1.166473838,0.064011838,9.544337453,1.12523,0.0742171,9.54767,2.54972,1.00792,9.77989,-0.440514,-1.41252,9.31065,0.014339954,0.002213211,0.000426972,1.327775956,0.168572633,9.409629959,1.12523,0.0742171,9.54527,19.8782,7.93644,11.2403,-4.60864,-4.2998,-0.610495,0.802691702,0.644461255,0.802063543,1
1.1273688,0.079647704,9.549193917,1.12762,0.0790053,9.55006,1.19466,0.129281,9.58118,1.07495,0.0526702,9.52372,0.000108175,8.23E-05,8.79E-05,1.125862098,0.076892492,9.549612986,1.12523,0.0766112,9.55006,1.64235,0.538672,9.67455,-0.440514,-0.189134,9.40163,0.001795927,0.000570172,0.000176961,1.125978922,0.074604932,9.54877748,1.12283,0.0742171,9.55006,1.64235,0.538672,9.67455,-0.440514,-0.189134,9.40163,0.001252571,0.000469009,0.000152428,1.146089102,0.06990252,9.547065557,1.12283,0.0766112,9.54767,2.54972,1.00792,9.77989,-0.440514,-1.41252,9.31065,0.007659626,0.001672204,0.000291717,1.19675558,0.05481517,9.539761737,1.12523,0.0742171,9.54527,2.54972,1.00792,9.86369,-0.440514,-1.41252,9.04251,0.02235685,0.002782751,0.0006239,1
1.1223812,0.079819281,9.5480289,1.12283,0.0790053,9.54767,1.14438,0.107734,9.57161,1.09889,0.0502761,9.52133,7.21E-05,7.87E-05,7.85E-05,1.125800962,0.079847874,9.549215283,1.12283,0.0790053,9.55006,1.64235,0.538672,9.67455,-0.440514,-0.189134,9.40163,0.001810484,0.000535922,0.000179866,1.123314277,0.076256462,9.549167713,1.12283,0.0766112,9.55006,1.64235,0.538672,9.67455,-0.440514,-0.189134,9.40163,0.001128634,0.00040801,0.000140718,1.129231271,0.07557893,9.548842598,1.12283,0.0766112,9.54767,2.54972,1.00792,9.77989,-0.440514,-1.41252,9.31065,0.002001016,0.001046906,0.000192776,1.187771595,0.058007036,9.540713939,1.12283,0.0742171,9.54527,2.54972,1.00792,9.77989,-0.440514,-1.41252,9.31065,0.02084091,0.002522897,0.000520163,0
