minutes,tags,accX_means,accY_means,accZ_means,gyroX_means,gyroY_means,gyroZ_means,gravX_means,gravY_means,gravZ_means,magX_means,magY_means,magZ_means,accX_medians,accY_medians,accZ_medians,gyroX_medians,gyroY_medians,gyroZ_medians,gravX_medians,gravY_medians,gravZ_medians,magX_medians,magY_medians,magZ_medians,accX_maxes,accY_maxes,accZ_maxes,gyroX_maxes,gyroY_maxes,gyroZ_maxes,gravX_maxes,gravY_maxes,gravZ_maxes,magX_maxes,magY_maxes,magZ_maxes,accX_mins,accY_mins,accZ_mins,gyroX_mins,gyroY_mins,gyroZ_mins,gravX_mins,gravY_mins,gravZ_mins,magX_mins,magY_mins,magZ_mins,accX_variances,accY_variances,accZ_variances,gyroX_variances,gyroY_variances,gyroZ_variances,gravX_variances,gravY_variances,gravZ_variances,magX_variances,magY_variances,magZ_variances
3.41 AM,3,2.59436118,4.178085183,8.24719545,-0.000313791,0.000757814,0.000731349,2.600786225,4.183212667,8.311013117,-15.54135112,-24.611266,-30.55519433,2.904045,4.426685,8.17944,0.00280998,0.009099975,-0.00372818,2.91137,4.4473,8.298845,-16.20625,-25.4075,-30.14315,5.49206,7.39537,10.3281,0.923383,1.92508,0.688382,4.98938,5.79093,9.34436,0,0,0,-1.87458,1.22817,5.18083,-1.46327,-2.19093,-0.759979,-0.610953,0,0,-23.5621,-31.5253,-38.7537,1.207726161,1.103423504,0.353500363,0.025776666,0.131736001,0.014742836,1.047578031,1.065573571,0.404612097,10.17161808,13.34918722,10.96065103
3.42 AM,3,2.668985255,3.155110793,8.5102113,0.005037606,0.01472401,0.031395492,2.692529938,3.173757673,8.608510933,-15.31067543,-13.94990948,-35.36811633,2.88369,4.22319,8.15909,-0.000244346,0.00329676,0.00115873,2.914495,4.257475,8.15816,-16.0533,-24.4067,-29.6029,7.04344,7.61563,13.9767,1.67169,4.64892,2.27235,6.26375,6.72306,9.73602,-5.90123,8.17286,-25.3955,-1.72375,-1.13001,4.12024,-1.47182,-2.47559,-0.849776,-0.614242,-0.474077,6.61328,-30.7239,-29.3809,-48.8046,1.187469291,3.249027358,0.890529067,0.040809479,0.141689245,0.054654077,0.944904105,3.203920171,0.600559988,14.49662398,222.2563945,77.08083113
3.43 AM,1,0.832902978,0.442996037,9.589829533,-0.000120845,0.001000908,0.000507641,0.854829645,0.441085117,9.758976217,-7.20968315,7.386272833,-46.659483,0.815191,0.418967,9.59315,-0.000244346,0.000475842,0.000547869,0.829008,0.4232815,9.762685,-7.25064,7.31234,-46.61965,1.99668,4.19446,11.4031,0.110933,0.307507,0.072019,1.42732,0.571775,9.76733,-4.85724,9.69731,-44.2519,-1.35745,-0.217863,6.37788,-0.0643851,-0.226388,-0.168051,0.793176,0.319965,9.6912,-9.6789,4.60563,-49.3532,0.020245017,0.033929225,0.02380474,6.56E-05,0.000364821,8.89E-05,0.004606831,0.002811006,7.28E-05,0.714018999,0.758124697,0.661699374
3.44 AM,1,0.78018093,0.378123992,9.596844083,0.000286534,-0.000294492,-0.000159943,0.796195238,0.386363418,9.766631567,-7.029758817,7.567732017,-46.6111355,0.780476,0.378268,9.59555,0.000397155,-0.000231869,-0.000198811,0.7910445,0.3840955,9.76717,-7.09089,7.471935,-46.5105,0.91694,0.430938,9.65061,0.0065058,0.00587678,0.00436265,0.811082,0.399526,9.76831,-4.7001,10.3098,-43.7844,0.660771,0.299262,9.56682,-0.0038789,-0.00756225,-0.00663291,0.781161,0.374639,9.76492,-9.83127,5.36231,-48.776,0.000350458,0.000200905,0.000116811,9.42E-07,1.26E-06,8.76E-07,6.86E-05,2.91E-05,7.34E-07,0.616972084,0.660584449,0.665745152
3.45 AM,1,0.77362108,0.368802958,9.593316717,0.000313435,-0.000305991,-0.000140064,0.788530887,0.377781678,9.767592433,-6.896730983,7.68730715,-46.58529883,0.773294,0.368691,9.59315,0.000199742,-0.00017041,-0.000198811,0.788266,0.377624,9.76762,-6.94723,7.76064,-46.5235,0.909757,0.409391,9.62428,0.00325407,0.00352225,0.00743095,0.805061,0.385779,9.7708,-4.84215,9.96945,-44.1049,0.57219,0.313627,9.54767,-0.00285458,-0.00627906,-0.00539721,0.752646,0.367184,9.76648,-8.93211,5.22908,-48.7622,0.00027469,0.000117608,8.41E-05,9.56E-07,1.08E-06,8.23E-07,9.53E-06,1.73E-05,9.75E-08,0.500259243,0.750440922,0.655600435
3.46 AM,1,0.765409267,0.365032262,9.589091167,-1.19E-05,6.13E-05,3.36E-05,0.77913375,0.37314357,9.7685206,-6.845236467,7.696198483,-46.57389767,0.76252,0.366297,9.58836,0.000136886,-0.000214173,0.000129436,0.7751475,0.3731385,9.76884,-6.87294,7.75092,-46.5085,0.87624,0.42615,9.6554,0.0105216,0.0089488,0.00990327,0.834258,0.392909,9.77005,-4.96063,10.138,-43.956,0.622466,0.29208,9.53091,-0.0108587,-0.00815542,-0.00842267,0.764394,0.361888,9.76396,-9.06364,4.92053,-49.3855,0.000440954,0.000173764,0.000143339,1.75E-06,2.47E-06,1.70E-06,9.34E-05,9.91E-06,6.97E-07,0.549651925,0.647809261,0.819671299
3.47 AM,1,0.875310337,0.366791942,9.570401583,-0.000111278,-0.000228746,-0.000116417,0.888132305,0.374594603,9.75745235,-7.514649533,7.6569216,-46.5520885,0.768506,0.366297,9.57879,5.40E-05,0.000359443,0.000126642,0.7757805,0.37566,9.76876,-7.247745,7.740335,-46.50995,1.7453,0.684712,9.74877,0.0515738,0.103596,0.0187212,1.22608,0.452633,9.77713,-4.67331,10.0559,-43.9582,0.53149,-0.371085,8.43202,-0.0388341,-0.0964757,-0.0374783,0.66362,0.34539,9.72265,-11.4841,5.62145,-49.3619,0.034960483,0.00168057,0.003250658,2.20E-05,8.90E-05,8.50E-06,0.033049511,8.93E-05,0.000329479,1.8015734,0.651423598,0.746328351
3.48 AM,1,1.230830333,0.37487998,9.53449445,0.000188098,0.00054303,5.97E-05,1.250237367,0.382421973,9.71906395,-9.466805283,7.544017317,-46.31489117,1.23296,0.373479,9.5333,0.000193223,0.000277499,0.000221625,1.253695,0.3847155,9.718805,-9.51198,7.666435,-46.30715,1.38139,0.462061,9.63146,0.0134711,0.038762,0.00888082,1.29555,0.408921,9.73213,-7.2528,10.0811,-42.0855,1.05819,0.304051,9.4543,-0.00913084,-0.104348,-0.00578413,1.14072,0.364334,9.71305,-11.4841,4.87352,-48.5671,0.001236504,0.000314541,0.000239971,2.54E-06,4.11E-05,1.30E-06,0.000763537,6.85E-05,1.23E-05,0.629722039,0.555688351,0.798190406
3.49 AM,1,1.153460882,0.3880994,9.53982505,1.52E-05,-0.000274108,-2.05E-05,1.177283392,0.395728673,9.72633455,-8.969278017,7.494058583,-46.41223667,1.26169,0.38545,9.5333,0.000102897,-0.000102432,-2.47E-05,1.298985,0.3910295,9.71244,-9.049125,7.422455,-46.44735,1.39576,0.49079,9.9379,0.008655,0.0511581,0.00913829,1.3467,0.417546,9.75426,-5.73683,9.95964,-43.8982,0.833146,0.287292,9.26037,-0.0399944,-0.144319,-0.0177398,0.928853,0.356668,9.70668,-11.9262,4.89096,-49.3498,0.02634397,0.000510046,0.000992502,7.76E-06,0.000102821,4.06E-06,0.025792359,0.000119414,0.000338544,1.422975384,0.644566031,0.754079103
3.50 AM,1,1.252404938,0.386511292,9.526134867,0.000128985,0.00189916,0.000185599,1.27177549,0.394040082,9.713424233,-9.5731216,7.574035733,-46.3763005,1.35267,0.378268,9.51654,3.12E-05,0.00136886,0.000207657,1.367615,0.381033,9.703455,-9.81404,7.660335,-46.43645,1.60644,0.545855,9.6554,0.028131,0.0740618,0.0197553,1.57168,0.450673,9.75455,-4.67592,10.1347,-43.8945,0.727806,0.296868,9.39444,-0.0215595,-0.0605087,-0.0199509,0.914768,0.362082,9.66997,-12.9708,4.59675,-48.7606,0.046812058,0.001039763,0.000989814,7.32E-06,6.95E-05,5.52E-06,0.045918277,0.000568137,0.000688572,2.124735765,0.655303532,0.730852555
3.51 AM,1,0.860778245,0.415815008,9.5711839,6.78E-05,-0.000664453,-0.000115403,0.881238353,0.424762657,9.757716317,-7.407253617,7.5449312,-46.7029025,0.861876,0.416573,9.57161,3.12E-05,-0.000566167,4.14E-05,0.882403,0.427247,9.75753,-7.40421,7.46101,-46.6496,1.15874,0.514731,9.66019,0.00675071,0.00798594,0.00553922,0.915777,0.447392,9.76145,-4.84476,9.41083,-43.6163,0.775688,0.349538,9.44951,-0.00485572,-0.0127835,-0.0109541,0.834636,0.406457,9.75431,-9.52629,5.35574,-50.0791,0.000787573,0.000316151,0.000189704,1.35E-06,2.33E-06,1.35E-06,0.000296315,5.76E-05,3.27E-06,0.632754778,0.623539896,0.795241282
3.52 AM,1,0.806320482,0.402647463,9.5748349,-0.000268352,-0.001193868,-0.000289697,0.828608168,0.40995923,9.7629481,-7.126111367,7.6511835,-46.63326767,0.811599,0.402209,9.5764,-0.000224884,-0.000842733,-0.000139214,0.8277655,0.408071,9.76241,-7.10567,7.744775,-46.631,0.967216,0.512337,9.62667,0.0107707,0.0248136,0.00780203,0.982366,0.43465,9.76643,-4.69692,9.84612,-44.062,0.603313,0.299262,9.4926,-0.0258812,-0.0338294,-0.0123565,0.791971,0.359518,9.75065,-9.35745,5.06051,-48.9037,0.001473535,0.000517421,0.000179181,4.94E-06,1.59E-05,3.36E-06,0.000491706,7.87E-05,3.28E-06,0.614400378,0.732236215,0.697876784
3.53 AM,1,1.58756272,0.275672485,9.469470483,-0.000234156,-0.000916843,-0.000108557,1.612911042,0.280050453,9.6599025,-11.1711847,7.8497356,-45.86474983,1.7836,0.248986,9.44711,-8.89E-05,-0.000259804,3.21E-05,1.79788,0.2472215,9.63718,-11.9437,7.80972,-45.9586,1.97992,0.521914,9.64822,0.0208686,0.0378899,0.0191072,1.97852,0.420003,9.76617,-4.82584,10.1585,-43.0948,0.723018,0.179557,9.35614,-0.0467745,-0.183243,-0.0197288,0.78931,0.22769,9.6022,-14.7787,4.9917,-48.5071,0.166659556,0.004360894,0.003400942,1.36E-05,0.000161752,5.49E-06,0.169883409,0.004014076,0.003154416,5.077236556,0.69817552,0.883436816
3.54 AM,1,0.882724188,0.383793987,9.566722667,0.00017517,7.07E-05,-9.11E-05,0.9091804,0.390939493,9.754487167,-7.480774483,7.714087383,-46.63210967,0.804417,0.390238,9.57161,2.23E-05,-0.00123383,-3.35E-05,0.820366,0.3985785,9.76405,-7.327985,7.756245,-46.62845,1.96795,0.486002,9.63385,0.0280108,0.106642,0.0189107,1.9671,0.427704,9.76642,-4.8384,10.1315,-43.9437,0.670348,0.165193,9.39205,-0.0165823,-0.0115557,-0.0250715,0.793592,0.196459,9.60451,-14.327,4.96217,-48.9037,0.039160197,0.001367034,0.000825041,7.58E-06,8.63E-05,4.90E-06,0.039488494,0.000897534,0.000606693,1.664395628,0.644366617,0.688029559
