accX_means1,accY_means1,accZ_means1,accX_medians1,accY_medians1,accZ_medians1,accX_maxes1,accY_maxes1,accZ_maxes1,accX_mins1,accY_mins1,accZ_mins1,accX_variances1,accY_variances1,accZ_variances1,accX_means6,accY_means6,accZ_means6,accX_medians6,accY_medians6,accZ_medians6,accX_maxes6,accY_maxes6,accZ_maxes6,accX_mins6,accY_mins6,accZ_mins6,accX_variances6,accY_variances6,accZ_variances6,accX_means10,accY_means10,accZ_means10,accX_medians10,accY_medians10,accZ_medians10,accX_maxes10,accY_maxes10,accZ_maxes10,accX_mins10,accY_mins10,accZ_mins10,accX_variances10,accY_variances10,accZ_variances10,accX_variances20,accY_variances20,accZ_variances20,accX_variances30,accY_variances30,accZ_variances30,tags
1.743011833,0.54157707,9.460612733,1.7429,0.541066,9.46148,1.8267,0.610495,9.4926,1.6615,0.512337,9.4136,0.000139104,9.58E-05,9.92E-05,1.742000242,0.541914919,9.460244147,1.7429,0.541066,9.46148,1.90091,0.63683,9.49978,1.56095,0.421361,9.4136,0.000177953,0.000115545,9.93E-05,1.740007075,0.543641593,9.460926205,1.74051,0.54346,9.46148,1.90091,0.63683,9.49978,1.56095,0.421361,9.4136,0.000238664,0.00011966,0.000100611,0.059735876,0.006441393,0.001728871,0.12434518,0.00960299,0.003265776,1
1.743662083,0.542151673,9.45992215,1.7429,0.541066,9.45908,1.79557,0.591342,9.48302,1.68784,0.507549,9.42796,0.000101942,9.85E-05,9.07E-05,1.744688881,0.542603884,9.460107144,1.7453,0.54346,9.46148,1.90091,0.63683,9.49978,1.6232,0.440514,9.4136,0.000140418,0.000107406,9.71E-05,1.743564675,0.543493956,9.460405483,1.7453,0.54346,9.46148,1.90091,0.63683,9.49978,1.56095,0.421361,9.4136,0.00019557,0.000114773,9.85E-05,0.031798904,0.004463918,0.001060379,0.113618886,0.009053246,0.002998375,1
1.749754817,0.545068505,9.45918405,1.75009,0.545855,9.45908,1.90091,0.63683,9.49978,1.6232,0.440514,9.41838,0.000241631,0.000137795,0.000113748,1.746445122,0.54385613,9.459783267,1.74769,0.54346,9.45908,1.90091,0.63683,9.49978,1.6232,0.440514,9.4136,0.000140739,0.000111756,9.90E-05,1.746536108,0.543686682,9.459809703,1.74769,0.54346,9.45908,1.93204,0.701471,9.50697,1.56095,0.38545,9.3729,0.000223735,0.000140458,0.00010283,0.010362886,0.003224971,0.000512645,0.101924645,0.008414923,0.002712431,1
1.7503174,0.546081975,9.460656517,1.75009,0.545855,9.46148,1.786,0.581766,9.49021,1.70939,0.519519,9.43036,9.68E-05,8.98E-05,9.36E-05,1.748761986,0.544717344,9.459680839,1.75009,0.54346,9.45908,1.90091,0.63683,9.49978,1.6232,0.440514,9.4136,0.000144417,0.000110041,9.83E-05,1.74952749,0.543685882,9.458978897,1.75009,0.54346,9.45908,1.93204,0.701471,9.50697,1.59208,0.38545,9.3729,0.000211902,0.000134452,0.000104002,0.00828726,0.002573211,0.000438339,0.09103045,0.008059925,0.002452924,1
1.751298817,0.547155322,9.457567717,1.75248,0.548249,9.45669,1.786,0.608101,9.49739,1.68784,0.476426,9.42796,7.88E-05,0.000119695,9.45E-05,1.751129422,0.545432913,9.459289725,1.75009,0.545855,9.45908,1.93204,0.701471,9.50697,1.59208,0.38545,9.3729,0.000213582,0.000152418,0.000105709,1.7458405,0.542259799,9.459433762,1.75009,0.54346,9.45908,1.93204,0.701471,9.59555,1.1755,0.272927,9.3729,0.002555286,0.000392969,0.000179608,0.006426767,0.001398516,0.000391294,0.091689252,0.008112549,0.002325733,1
1.754526967,0.54626952,9.460141867,1.75487,0.545855,9.46148,1.81712,0.579372,9.48781,1.71178,0.514731,9.43036,0.000107132,9.29E-05,9.19E-05,1.754535639,0.545397665,9.458164444,1.75487,0.545855,9.45908,1.93204,0.701471,9.50697,1.59208,0.38545,9.3729,0.000220725,0.000151754,0.000109335,1.745183703,0.537334736,9.459906157,1.75248,0.54346,9.45908,1.93204,0.701471,9.59555,1.1755,0.272927,9.3729,0.00304889,0.000655043,0.000209563,0.003772397,0.000820332,0.000225632,0.093229323,0.008204557,0.002198945,1
1.75721645,0.545870485,9.45826605,1.75727,0.545855,9.45908,1.93204,0.701471,9.50697,1.59208,0.38545,9.3729,0.000549878,0.000361988,0.00014374,1.746891747,0.542116418,9.458977042,1.75487,0.54346,9.45669,1.93204,0.701471,9.59555,1.1755,0.272927,9.3729,0.004154604,0.000581989,0.000232207,1.749131173,0.532874928,9.45922579,1.75487,0.541066,9.45908,1.93204,0.701471,9.59555,1.1755,0.272927,9.3729,0.003169695,0.000797651,0.000212573,0.015558962,0.00144816,0.000502602,0.095085721,0.008300751,0.00208201,1
1.764099383,0.541940183,9.453170467,1.76445,0.541066,9.4543,1.80515,0.579372,9.48063,1.72136,0.507549,9.4136,0.000101942,9.30E-05,8.30E-05,1.744181817,0.533078023,9.459781019,1.75727,0.541066,9.45908,1.93204,0.701471,9.59555,1.1755,0.272927,9.3729,0.004975547,0.000973942,0.000282922,1.75353792,0.528333721,9.458315185,1.75966,0.538672,9.45669,1.93204,0.701471,9.59555,1.1755,0.272927,9.3729,0.003295058,0.000900578,0.000218761,0.025027714,0.001901858,0.000743216,0.102217086,0.008677927,0.00206978,1
1.703891467,0.525381023,9.464059633,1.75966,0.538672,9.45669,1.83388,0.687106,9.59555,1.1755,0.272927,9.41838,0.021682682,0.002386272,0.000822205,1.749379769,0.524715301,9.459154578,1.76206,0.536278,9.45669,1.93204,0.701471,9.59555,1.1755,0.272927,9.3729,0.005190875,0.001086574,0.000288117,1.757676553,0.523410253,9.45732755,1.76206,0.533884,9.45669,1.93204,0.701471,9.59555,1.1755,0.272927,9.3729,0.003406395,0.000951218,0.000224121,0.035426587,0.002721711,0.001011269,0.118413799,0.00861023,0.002292657,1
1.734057817,0.491851605,9.465480383,1.75248,0.49079,9.46148,1.85064,0.663165,9.56203,1.30718,0.402209,9.38726,0.004920233,0.000420722,0.000362646,1.754913533,0.516460314,9.457600283,1.76684,0.512337,9.4543,1.93204,0.701471,9.59555,1.1755,0.272927,9.3729,0.005398098,0.001074967,0.00029692,1.762018273,0.518425738,9.455849532,1.76924,0.514731,9.4543,1.93204,0.701471,9.59555,1.1755,0.244198,9.3729,0.003513902,0.000961171,0.000233465,0.064914289,0.004071455,0.001488741,0.133710508,0.007971476,0.002508589,1
