accX_variances5,accY_variances5,accZ_variances5,,accX_variances10,accY_variances10,accZ_variances10,,accX_variances20,accY_variances20,accZ_variances20,,accX_variances30,accY_variances30,accZ_variances30,,tags
10.40596515,2.452023804,12.20855444,25.06654339,5.923363272,1.466724357,6.669681063,14.05976869,5.886319341,11.70650282,8.170953029,25.76377519,13.52202331,11.56272595,14.90707055,39.99181981,1
24.6011641,3.419981762,16.60008894,44.6212348,15.30355399,1.788962543,9.224348713,26.31686525,8.36891159,11.50941542,10.2839233,30.16225031,16.15413467,12.17449941,15.80233336,44.13096744,1
32.13649265,3.872598429,18.92271757,54.93180865,24.82233663,2.064228504,12.11943278,39.00599791,14.28658359,11.25552835,12.63006519,38.17217713,19.2802913,12.76534777,17.03599295,49.08163202,1
35.12441653,1.5991443,16.68446568,53.40802651,31.3676266,2.297420999,14.2030458,47.8680934,19.59345642,10.25371652,14.1224607,43.96963364,22.04182268,13.36376962,18.12679662,53.53238892,1
27.78837212,1.204766941,11.71332559,40.70646465,34.72725759,2.428684992,15.4244566,52.58039918,24.28671483,8.477433269,15.05657969,47.82072779,24.43265322,13.95475906,19.11224201,57.49965429,1
6.771890022,0.98390725,2.181204751,9.937002023,34.98326875,2.458896911,15.72029223,53.16245789,28.35746027,6.140950307,15.4862858,49.98469638,26.66508374,14.01429511,19.81745184,60.49683069,1
0.003662889,0.000711501,0.001454519,0.005828909,32.21259372,2.453162218,14.61291554,49.27867148,31.39019833,4.73380114,16.1820424,52.30604187,28.99035954,13.59503369,19.86808533,62.45347856,1
0.004728605,0.000792436,0.001822975,0.007344016,26.4634299,2.417071361,12.73875079,41.61925205,34.14134472,2.781882173,14.47155051,51.3947774,31.15182299,13.04429399,19.7848563,63.98097328,1
0.004897152,0.000921202,0.001792682,0.007611036,24.26923654,0.887171062,11.17737798,36.33378558,35.80434827,1.92128609,14.3168521,52.04248646,33.28457295,12.05423189,19.96419724,65.30300208,1
0.00516305,0.001008448,0.001849819,0.008021317,16.14624151,0.650198615,6.766792878,23.563233,36.54278669,1.85384329,14.142284,52.53891398,34.74940821,11.96744669,19.79116462,66.50801952,1
0.005403318,0.001024372,0.001895929,0.008323619,3.471307833,0.499554335,1.114554428,5.085416596,36.68131896,1.835448808,13.84663693,52.3634047,33.05116344,12.08316276,20.02795877,65.16228497,1
0.005173847,0.000965579,0.001934961,0.008074387,0.00459924,0.000978451,0.001731374,0.007309065,36.094612,1.706983721,13.36695861,51.16855433,33.55593688,11.40152174,20.16884904,65.12630766,1
0.003531079,0.000756508,0.001528484,0.005816071,0.004623005,0.001017531,0.00169419,0.007334726,34.62636036,1.681617633,12.84726632,49.15524431,34.63641301,10.5058602,19.99248648,65.13475969,1
0.003650127,0.000788642,0.001649498,0.006088267,0.00469377,0.001035256,0.001731369,0.007460395,32.49162891,1.670898983,12.27181097,46.43433886,35.58898644,9.134550498,19.25458738,63.97812432,1
0.003621606,0.000772129,0.001686502,0.006080237,0.004697298,0.001018813,0.001772896,0.007489007,29.48380238,1.595784616,11.49421773,42.57380473,36.34559015,7.307823057,18.32550766,61.97892087,1
0.003533149,0.000763464,0.001726407,0.00602302,0.004639741,0.000980778,0.001811195,0.007431714,25.68973699,1.48995755,10.45799766,37.6376922,36.83941758,5.214447269,17.20620569,59.26007054,1
0.003373857,0.000735711,0.00174234,0.005851908,0.004327043,0.000897299,0.001839972,0.007064314,21.16257914,1.399828081,8.871681151,31.43408837,36.50783797,3.9188435,16.58746455,57.01414602,1
0.003276694,0.000725864,0.001739925,0.005742483,0.003409651,0.000759867,0.001637654,0.005807172,15.90763413,1.317021344,7.183229483,24.40788496,36.35968974,2.317146797,14.12816481,52.80500135,1
0.003127531,0.000690718,0.001707733,0.005525982,0.00339632,0.000757546,0.001684018,0.005837884,13.86955628,0.461402496,6.294656363,20.62561514,35.42772797,1.602719633,13.24657227,50.27701987,1
0.003037304,0.000683386,0.001708379,0.005429069,0.003335235,0.000739096,0.00170177,0.005776101,8.665500105,0.334634016,3.610466918,12.61060104,33.99248198,1.494489451,12.43138129,47.91835272,1
0.002958662,0.000700695,0.001715186,0.005374543,0.003253226,0.000737101,0.001722269,0.005712596,1.762308798,0.251147844,0.563956651,2.577413293,32.38039291,1.44014922,11.66287473,45.48341686,1
0.002918491,0.000724645,0.001676057,0.005319193,0.003151701,0.00073159,0.001710041,0.005593332,0.004106303,0.001032942,0.001722718,0.006861963,30.45647128,1.308154316,10.85346374,42.61808934,1
0.002882527,0.000733324,0.001646769,0.00526262,0.003081305,0.000729986,0.001694623,0.005505914,0.004052534,0.001028278,0.001694481,0.006775293,28.0809441,1.2567787,10.07419963,39.41192243,1
1.765553053,0.045081543,0.044901481,1.855536077,0.901589925,0.022902215,0.023343847,0.947835987,0.455917401,0.012048587,0.01254342,0.480509408,25.5066554,1.23182751,9.332881899,36.07136481,1
9.24238522,0.049876345,0.054704385,9.34696595,5.343435239,0.025433296,0.029250034,5.398118569,2.844917503,0.01345798,0.015741293,2.874116776,23.002736,1.148837056,8.486807821,32.63838088,1
12.56379189,0.053891161,0.057061127,12.67474418,8.731867426,0.028284762,0.032438367,8.792590555,4.965982195,0.015144601,0.017826138,4.998952934,20.42230389,1.05071572,7.52259801,28.99561762,1
11.78215865,0.055626625,0.054791956,11.89257723,11.08340322,0.03087058,0.034227306,11.14850111,6.827952639,0.016817848,0.019418648,6.864189135,17.80292756,0.97144672,6.233342659,25.00771694,0
6.928134055,0.054229073,0.048560574,7.030923702,12.4084335,0.032867512,0.034845035,12.47614605,8.43417573,0.018372621,0.02047777,8.473026121,15.14633295,0.902839823,4.945193602,20.99436638,0
0.002215819,0.001709272,0.00228679,0.006211881,12.710584,0.03406411,0.0344933,12.77914141,9.777521547,0.019885655,0.021372131,9.818779333,14.74453834,0.319191935,4.324777717,19.38850799,0
0.002035875,0.001440992,0.0019713,0.005448167,11.99681915,0.034354111,0.033337758,12.06451102,10.86459031,0.021230492,0.021958019,10.90777882,12.72442296,0.234686979,2.444141088,15.40325103,0
0.001951975,0.00137417,0.001945741,0.005271886,10.2664183,0.033783599,0.031332412,10.33153431,11.69537077,0.022412734,0.022304144,11.74008765,10.07396977,0.181475867,0.387689783,10.64313542,0
0.001910574,0.001350544,0.001869193,0.005130311,7.527550486,0.032210712,0.028621832,7.58838303,12.27195253,0.023362081,0.022474593,12.3177892,10.03400694,0.018574581,0.017293869,10.06987539,0
0.001906404,0.001365303,0.00182994,0.005101647,3.782636362,0.029551321,0.025237388,3.837425071,12.59628194,0.024098505,0.022469759,12.6428502,10.7366132,0.019578613,0.017522367,10.77371418,0
0.001883755,0.001354486,0.001806429,0.00504467,0.002410879,0.0018639,0.002502713,0.006777492,12.66817599,0.024570091,0.022303757,12.71504984,11.32786594,0.020381234,0.017743566,11.36599074,0
0.001924945,0.001377996,0.001797302,0.005100243,0.002218384,0.001604475,0.002130342,0.005953201,12.48467625,0.024845055,0.021934352,12.53145566,11.80784714,0.021066723,0.017870593,11.84678446,0
0.001961047,0.001428498,0.001789727,0.005179272,0.002136333,0.001538689,0.002019684,0.005694706,12.04854888,0.024913861,0.021352913,12.09481565,12.17692526,0.021625032,0.017890573,12.21644087,0
0.001955235,0.00141547,0.001803775,0.00517448,0.002074293,0.001488009,0.001941995,0.005504297,11.36096997,0.024659715,0.020648915,11.4062786,12.43940447,0.021955134,0.017855378,12.47921498,0
0.001943741,0.001414587,0.001784721,0.005143049,0.002046075,0.001477242,0.001888254,0.005411571,10.42132407,0.024102904,0.019838169,10.46526514,12.59074929,0.022169483,0.017698802,12.63061758,0
0.001883506,0.001428862,0.001756216,0.005068584,0.002005196,0.001464532,0.001851595,0.005321323,9.229262614,0.023260177,0.018882751,9.271405542,12.61938748,0.022458663,0.017583815,12.65942996,0
0.001838125,0.001433956,0.001744196,0.005016277,0.001978176,0.001460715,0.001827827,0.005266718,7.788224193,0.022040296,0.017835342,7.828099831,12.53690117,0.022601267,0.017399804,12.57690224,0
0.001874413,0.00145245,0.001755605,0.005082468,0.001984915,0.001477817,0.00181575,0.005278482,6.095450618,0.02054555,0.016607426,6.132603594,12.34212576,0.022615134,0.017178183,12.38191908,1
0.068076099,0.011752548,0.016225911,0.096054558,0.035451818,0.006781293,0.009270377,0.051503488,4.162318039,0.021778412,0.019040805,4.203137256,12.02184477,0.024920474,0.019042005,12.06580725,1
0.067566499,0.037510924,0.024209856,0.129287279,0.035296593,0.022531497,0.014620572,0.072448662,1.976126395,0.029403392,0.020977844,2.026507631,11.60116293,0.033433293,0.02005491,11.65465113,1
0.067022399,0.049767692,0.027289114,0.144079205,0.03500536,0.035113791,0.018717258,0.088836409,0.019750024,0.022900491,0.01325647,0.055906985,11.07246753,0.041232087,0.021116351,11.13481597,1
0.066545144,0.047037234,0.024949422,0.1385318,0.034744211,0.043791937,0.021317867,0.099854015,0.019339629,0.029805089,0.015328696,0.064473414,10.43429912,0.047969801,0.022103442,10.50437236,1
0.066390735,0.029191943,0.01731721,0.112899888,0.034610633,0.048393658,0.022463492,0.105467783,0.01904087,0.035554312,0.017082399,0.071677581,9.687861999,0.053522361,0.02297092,9.76435528,0
0.000812785,0.001293507,0.000935576,0.003041868,0.034501973,0.049242297,0.022213596,0.105957866,0.018818842,0.040374471,0.018398247,0.07759156,8.829499007,0.058108579,0.023779975,8.911387561,0
0.000631021,0.001346394,0.000989316,0.002966731,0.03435574,0.046801064,0.020896947,0.102053751,0.01863165,0.044528399,0.019552614,0.082712663,7.858411713,0.06189935,0.024691262,7.945002325,0
0.000568939,0.001421485,0.001039726,0.00303015,0.034214527,0.040688448,0.018376065,0.09327904,0.018462669,0.047725061,0.020396946,0.086584676,6.774697824,0.064735791,0.025609924,6.865043539,0
0.00057055,0.001541619,0.001116962,0.003229131,0.034080707,0.03083516,0.014609067,0.079524934,0.018318074,0.050002514,0.02096642,0.089287008,5.581085238,0.066497649,0.026552641,5.674135528,0
0.000601166,0.001656114,0.001179898,0.003437178,0.033932583,0.017127364,0.009521334,0.060581281,0.018199465,0.051552086,0.021352924,0.091104475,4.275248186,0.067473292,0.027551645,4.370273123,0
0.000577643,0.00167311,0.00118218,0.003432933,0.000707182,0.001589757,0.001085086,0.003382025,0.018080771,0.052088726,0.02138613,0.091555627,2.859123075,0.067431197,0.028585344,2.955139616,0
0.000601114,0.001689707,0.001207463,0.003498284,0.000620496,0.001640515,0.001150107,0.003411118,0.017969724,0.051558709,0.021071399,0.090599832,1.333329009,0.066222906,0.029628329,1.429180244,0
0.000614494,0.001702742,0.001214841,0.003532077,0.000627178,0.00172566,0.00123205,0.003584888,0.017849181,0.050112655,0.020459963,0.088421799,0.013471929,0.055504708,0.023839158,0.092815795,0
0.000584781,0.001680968,0.001205413,0.003471162,0.00065583,0.001812873,0.001320353,0.003789056,0.017744805,0.047743227,0.019535758,0.08502379,0.013167968,0.056057574,0.023601476,0.092827018,0
0.000594978,0.001692519,0.001191008,0.003478505,0.000684657,0.001848805,0.001351498,0.00388496,0.017675851,0.044387782,0.018276754,0.080340387,0.012973555,0.056493662,0.02351179,0.092979007,0
0.000604953,0.001712336,0.001178181,0.00349547,0.00064831,0.001836839,0.001322348,0.003807497,0.017587228,0.039858805,0.016592796,0.074038829,0.012819485,0.056623513,0.023308209,0.092751207,0
0.000592467,0.001649696,0.001140191,0.003382354,0.000643609,0.001797575,0.00129891,0.003740094,0.017505872,0.034188326,0.014500128,0.066194326,0.012690937,0.056227853,0.022989085,0.091907875,0
0.000603261,0.001606188,0.001131689,0.003341138,0.000633958,0.001748317,0.00125427,0.003636545,0.01742739,0.027469014,0.012041522,0.056937926,0.012571345,0.055349692,0.022533287,0.090454324,0
0.000611416,0.001529441,0.001101002,0.003241859,0.000609437,0.001663611,0.001197697,0.003470745,0.017345897,0.01966835,0.009185003,0.04619925,0.012466352,0.054015069,0.021941871,0.088423292,0
0.000604365,0.001473316,0.001100335,0.003178016,0.000601611,0.001617238,0.001169381,0.00338823,0.017267296,0.010724656,0.005901301,0.033893253,0.012381026,0.052216992,0.021229469,0.085827487,0
0.004023767,0.026180888,0.006576934,0.036781589,0.002332701,0.014319535,0.003931438,0.020583674,0.001583338,0.008011015,0.002625181,0.012219534,0.012896029,0.051654919,0.020497351,0.085048299,1
0.004681691,0.031827347,0.007834587,0.044343625,0.002698474,0.018803933,0.004852342,0.026354749,0.001799016,0.010256823,0.003028555,0.015084394,0.012970712,0.048404127,0.019153195,0.080528034,1
8.830376978,2.566452578,0.137582905,11.53441246,4.663493358,1.3091361,0.074500611,6.047130069,2.398101665,0.6645144,0.038338976,3.100955041,1.623797538,0.499986138,0.039244892,2.163028568,1
20.40700831,5.44520509,0.137714753,25.98992815,12.40052596,3.111374327,0.080488003,15.59238829,6.761373238,1.662995072,0.042476542,8.466844852,4.639367069,1.214865721,0.039881748,5.894114538,1
23.98604876,6.521577757,0.126497282,30.6341238,18.01676412,4.429749596,0.080432922,22.52694664,10.52945683,2.52148125,0.043719739,13.09465782,7.363318758,1.8503896,0.03915202,9.252860378,1
20.11458487,5.598517457,0.117610349,25.83071268,21.74361203,5.319050573,0.079237788,27.14190039,13.82081594,3.266224955,0.044748515,17.13178941,9.875345579,2.424031276,0.038391291,12.33776815,1
8.780803373,2.815634437,0.11028236,11.70672017,23.60005322,5.777417058,0.077081505,29.45455178,16.65163633,3.896582813,0.045692478,20.59391162,12.185738,2.934586761,0.037715623,15.15804038,1
0.006209859,0.002575388,0.003846339,0.012631586,23.55644497,5.82334087,0.073668592,29.45345443,19.00314133,4.421808436,0.046371278,23.47132104,14.28139714,3.388719202,0.03703954,17.70715588,1
0.000444776,0.000595826,0.000334494,0.001375096,21.61400144,5.455595634,0.069155056,27.13875213,20.87378046,4.840613443,0.046762216,25.76115612,16.16164735,3.785256411,0.036333109,19.98323687,1
0.000496416,0.000413901,0.000350524,0.001260841,17.7781244,4.675759081,0.063583258,22.51746674,22.26704609,5.15602508,0.046830826,27.469902,17.82737536,4.125203271,0.035580823,21.98815945,0
0.000567639,0.000247356,0.000349389,0.001164384,12.11532429,3.297800132,0.059695602,15.47282002,23.17869154,5.367826234,0.046510043,28.59302782,19.28645116,4.416825364,0.033573021,23.73684955,0
0.000706592,0.000250056,0.000440958,0.001397606,4.602244136,1.458772965,0.057313306,6.118330407,23.6142857,5.476174926,0.045896885,29.13635751,20.52761906,4.692733261,0.033731998,25.25408432,0
0.000720511,0.00023772,0.000695986,0.001654217,0.004265448,0.00203307,0.002769103,0.009067621,23.58203775,5.483108145,0.044884011,29.11002991,21.5550546,4.922976636,0.033669845,26.51170108,0
0.000692893,0.000242285,0.000988523,0.001923701,0.001057495,0.000615903,0.001066791,0.002740189,23.07582427,5.387889491,0.043691884,28.50740565,22.36701278,5.106223065,0.033516213,27.50675206,0
0.000986956,0.000259767,0.001287947,0.00253467,0.001653946,0.000435343,0.00167585,0.003765139,22.09337879,5.190364553,0.04244039,27.32618373,22.95353735,5.241455294,0.033325131,28.22831778,0
0.001156585,0.000273755,0.001252533,0.002682873,0.002113213,0.000313881,0.002140777,0.004567871,20.64421136,4.891611074,0.041105969,25.5769284,23.32681333,5.329726228,0.033122226,28.68966178,0
0.001104054,0.000277654,0.00077901,0.002160718,0.002244839,0.000314937,0.002231307,0.004791083,18.7332435,4.489489555,0.039664328,23.26239738,23.4965224,5.3728756,0.03285916,28.90225716,0
0.000800568,0.000265994,0.000496987,0.001563549,0.002173851,0.000303494,0.002170757,0.004648102,16.36007671,3.986367714,0.038144012,20.38458844,23.46030805,5.370506698,0.032560442,28.86337519,0
0.000525975,0.000260362,0.000365028,0.001151365,0.002074849,0.000310918,0.001992248,0.004378015,13.52298266,3.381873211,0.036633546,16.94148942,23.21375947,5.322383288,0.032240765,28.56838352,0
0.000849296,0.00025187,0.000481059,0.001582225,0.002270285,0.000312151,0.001828826,0.004411262,10.22190512,2.675644492,0.035301404,12.93285102,22.75383635,5.230535327,0.031904885,28.01627656,0
0.000989426,0.000248637,0.000603622,0.001841685,0.002273332,0.000311341,0.001593096,0.004177769,6.500424023,1.76612266,0.034597497,8.30114418,22.09431996,5.093493431,0.031542265,27.21935566,0
0.000890229,0.000251516,0.000500081,0.001641826,0.002141083,0.00030257,0.001143951,0.003587604,2.333319891,0.740043924,0.034643214,3.108007029,21.23118114,4.911282855,0.031123228,26.17358722,0
0.000572402,0.000251003,0.000375361,0.001198766,0.001743325,0.000287365,0.000823735,0.002854425,0.007627439,0.001661415,0.005478197,0.014767051,20.16926745,4.685006345,0.030594942,24.88486874,0
0.000275779,0.0002624,0.000253764,0.000791943,0.001307431,0.000279883,0.000595162,0.002182476,0.005328291,0.000733016,0.003832656,0.009893963,18.90289873,4.414423883,0.030013011,23.34733562,0
0.000250217,0.000246942,0.000253744,0.000750903,0.001113226,0.000263096,0.000498406,0.001874728,0.005446666,0.000554228,0.003696976,0.00969787,17.43554502,4.099731395,0.029397008,21.56467342,0
0.0002357,0.000245217,0.000224973,0.00070589,0.000964659,0.000256135,0.000445294,0.001666088,0.005347465,0.000435066,0.003490156,0.009272687,15.76644932,3.74100964,0.028747494,19.53620645,0
0.000236045,0.000242249,0.000210281,0.000688575,0.000744084,0.000255786,0.000355195,0.001355065,0.004957517,0.000411446,0.003102252,0.008471215,13.8948968,3.336256847,0.028064633,17.25921828,0
0.000212967,0.000241857,0.000202552,0.000657376,0.000476471,0.000252628,0.00030435,0.001033449,0.004448053,0.000382314,0.002648561,0.007478928,11.8212857,2.887135104,0.027334981,14.73575579,0
0.000197247,0.000218791,0.000197697,0.000613735,0.000263148,0.000245507,0.00026052,0.000769175,0.003855333,0.000364133,0.002156167,0.006375633,9.545206767,2.393393056,0.026588747,11.96518857,0
0.000200429,0.000214151,0.000197019,0.000611599,0.000243409,0.000236533,0.000245136,0.000725078,0.003214887,0.000349619,0.001641567,0.005206073,7.066969827,1.854451847,0.025843601,8.947265275,0
0.000200099,0.00021323,0.000196829,0.000610158,0.000233723,0.000236699,0.000217582,0.000688004,0.002703308,0.000337099,0.001200116,0.004240523,4.410629681,1.201149451,0.025237572,5.637016704,0
0.000205198,0.000216259,0.0001986,0.000620057,0.000233967,0.000237448,0.00020468,0.000676095,0.002223676,0.00032621,0.000792385,0.003342271,1.55841466,0.495143392,0.025182617,2.078740669,0
0.000202198,0.000209235,0.000185257,0.00059669,0.000217618,0.000233972,0.000195646,0.000647236,0.001709038,0.000304589,0.000552981,0.002566608,0.008463806,0.0014679,0.004928875,0.014860581,0
0.000194628,0.000211893,0.000179443,0.000585964,0.000207341,0.000224217,0.000196988,0.000628546,0.001237168,0.000286347,0.000412113,0.001935628,0.006222721,0.000745164,0.003497092,0.010464977,0
0.000181949,0.000212378,0.000178668,0.000572995,0.000207973,0.000219162,0.000198562,0.000625697,0.000990745,0.0002715,0.000356982,0.001619227,0.005926309,0.000585233,0.00325074,0.009762282,0
0.000176126,0.000209819,0.000184025,0.00056997,0.000204985,0.000215239,0.000206511,0.000626735,0.000822405,0.000262883,0.000330761,0.001416049,0.005536369,0.000476094,0.002980011,0.008992474,1
12.09702037,1.078836315,0.124167614,13.3000243,6.372374592,0.567500363,0.063987165,7.00386212,3.273513121,0.291618858,0.032645798,3.597777777,2.220916562,0.197227953,0.023397463,2.441541978,1
29.32376445,2.58131932,0.271451402,32.17653517,17.74909236,1.558954338,0.158641612,19.46668831,9.660229069,0.848816105,0.085276234,10.59432141,6.662219907,0.583839545,0.057574654,7.303634106,1
35.25432213,3.086726881,0.322831842,38.66388085,26.30185307,2.294243486,0.22866922,28.82476578,15.33728848,1.338496098,0.131268169,16.80705275,10.78188757,0.938614393,0.089128044,11.80963001,1
29.92274047,2.517358739,0.272163701,32.71226291,32.06947081,2.673060725,0.264470712,35.00700225,20.3376385,1.694573582,0.164057247,22.19626933,14.59868579,1.21403952,0.113671449,15.92639676,1
13.24052553,1.113980079,0.142473749,14.49697936,35.00089866,2.837662339,0.280092954,38.11865395,24.62821842,1.994077075,0.19111179,26.81340729,18.09514058,1.462704607,0.13607955,19.69392474,1
0.000451578,0.019401359,0.002573821,0.022426758,35.08606751,2.799741924,0.27697926,38.16278869,28.20430411,2.244164076,0.21356269,30.66203088,21.26707391,1.689977088,0.156876936,23.11392793,1
0.000344681,0.011673839,0.001543711,0.013562231,32.33082227,2.568191867,0.256598724,35.15561286,31.06753395,2.457468991,0.233173746,33.75817669,24.11709662,1.9055519,0.177152783,26.1998013,1
0.000182806,0.002185683,0.000430139,0.002798628,26.73440938,2.121640092,0.215997397,29.07204687,33.2219815,2.617998909,0.24819152,36.08817193,26.64775575,2.097966961,0.195473343,28.94119605,1
0.000113799,0.001878792,0.000368853,0.002361444,18.29760919,1.457000439,0.155050132,19.90965976,34.66648311,2.72400761,0.258316847,37.64880757,28.86381222,2.266461298,0.2114373,31.34171082,1
0.000117635,0.001222311,0.000309956,0.001649902,7.023624739,0.57513332,0.073215619,7.671973678,35.39966797,2.77562164,0.263529549,38.43881916,30.76384777,2.410712845,0.225310127,33.39987074,1
0.000101495,0.000105923,0.000126468,0.000333886,0.000359566,0.009996062,0.001374613,0.011730241,35.42248783,2.772681823,0.263985979,38.45915563,32.34432074,2.530662278,0.237245551,35.11222857,1
0.000100324,8.51E-05,0.000127943,0.000313367,0.000260893,0.005928493,0.000853401,0.007042787,34.73220558,2.714905801,0.259683905,37.70679529,33.60514092,2.626064483,0.247092223,36.47829763,1
