accX_variances5,accY_variances5,accZ_variances5,accSum_variance5,accX_variances10,accY_variances10,accZ_variances10,accSum_variance10,accX_variances20,accY_variances20,accZ_variances20,accSum_variance20,accX_variances30,accY_variances30,accZ_variances30,accSum_variance30,tags
0.040907865,0.023806603,0.019024011,0.083738479,0.022549283,0.012861807,0.009581164,0.044992254,0.013040921,0.007004538,0.004940248,0.024985707,1.536610354,1.445011483,2.225468561,5.207090398,1
0.335284801,0.629096964,0.422543004,1.386924769,0.180776014,0.32202592,0.21319625,0.715998184,0.0928842,0.162528798,0.107199702,0.3626127,1.57614715,1.540989371,2.28745718,5.404593701,1
4.535404753,3.833461348,3.260186916,11.62905302,2.590382066,2.149965769,1.794017043,6.534364878,1.363290125,1.128238578,0.938019683,3.429548386,2.39410651,2.139070224,2.784719367,7.317896101,1
4.466744065,3.735731404,3.259830203,11.46230567,2.575839554,2.129848351,1.794287319,6.499975224,1.363242514,1.126238435,0.938192263,3.427673212,2.388662757,2.135035451,2.786211714,7.309909922,1
4.339912786,3.667058572,3.238623014,11.24559437,2.541721952,2.107106281,1.791741859,6.440570092,1.363730002,1.127184535,0.937790178,3.428704715,2.390203026,2.132393496,2.785651837,7.308248359,1
4.274919542,3.567348487,3.235146517,11.07741455,2.503324425,2.077953166,1.789388209,6.3706658,1.362240625,1.125113689,0.937366076,3.42472039,2.390829164,2.127781946,2.785103162,7.303714272,1
4.12784128,3.056068136,2.938156713,10.12206613,2.466808924,2.047928969,1.787567905,6.302305798,1.359163468,1.121965828,0.937091385,3.418220681,2.366496892,2.119118006,2.787136947,7.272751845,1
0.022297078,0.011408341,0.003277611,0.03698303,2.428819716,2.015715508,1.785931682,6.230466906,1.353301127,1.116967245,0.93666852,3.406936892,2.365093854,2.113627747,2.787029802,7.265751403,1
0.01028026,0.009798814,0.001852213,0.021931287,2.38835341,1.981236885,1.784310417,6.153900712,1.346493133,1.111208025,0.936156015,3.393857173,2.328512273,2.09506595,2.777984188,7.201562411,1
0.003947544,0.000571483,0.000322648,0.004841675,2.361143972,1.961839562,1.775830972,6.098814506,1.339093302,1.104867315,0.935684351,3.379644968,1.658093442,1.05941418,1.822602301,4.540109923,1
0.000182798,0.000118808,9.94E-05,0.000401006,2.355009523,1.936894245,1.775449467,6.067353235,1.331110707,1.0979894,0.935209878,3.364309985,0.916347443,0.760304905,0.63377168,2.310424028,1
0.000131585,0.000130686,0.000129654,0.000391925,2.252615155,1.664716076,1.598942161,5.516273392,1.322435782,1.090496272,0.934696883,3.347628937,0.914737745,0.758307489,0.633357782,2.306403016,1
0.008314761,0.003950038,0.00562877,0.017893569,0.01613227,0.007859897,0.004454001,0.028446168,1.317063249,1.083873291,0.935667447,3.336603987,0.914320674,0.756467119,0.633982062,2.304769855,1
0.016865931,0.006192726,0.005700581,0.028759238,0.018898286,0.009011897,0.003797794,0.031707977,1.314504271,1.077389421,0.935671838,3.32756553,0.915121283,0.754817258,0.633953316,2.303891857,1
0.020186047,0.007064385,0.005735199,0.032985631,0.019079748,0.005240049,0.003047494,0.027367291,1.312252713,1.070750872,0.935668834,3.318672419,0.916146406,0.753364065,0.633953885,2.303464356,1
0.017609898,0.006411787,0.005727671,0.029749356,0.018617771,0.005465854,0.002945024,0.027028649,1.310144726,1.063928977,0.935624811,3.309698514,0.917143716,0.751883214,0.63398669,2.30301362,1
0.008786328,0.004186707,0.005641385,0.01861442,0.019983993,0.005831194,0.002955396,0.028770583,1.307960413,1.056900548,0.935534601,3.300395562,0.918008267,0.750155224,0.634021173,2.302184664,1
0.000724734,0.000440177,0.00022147,0.001386381,0.020640792,0.006084098,0.003025289,0.029750179,1.306503516,1.049875496,0.935518963,3.291897975,0.917900469,0.747587386,0.634010038,2.299497893,1
0.000867679,0.000499967,0.000236206,0.001603852,0.019751396,0.005967237,0.003041095,0.028759728,1.305669544,1.042981225,0.935631007,3.284281776,0.917832834,0.744884884,0.63400616,2.296723878,1
0.000912983,0.000521187,0.000239137,0.001673307,0.016998531,0.005374418,0.003035125,0.025408074,1.305663435,1.039558717,0.931679961,3.276902113,0.917725731,0.742107724,0.634003341,2.293836796,1
0.001200618,0.000575339,0.000267811,0.002043768,0.012556811,0.004270431,0.003022505,0.019849747,1.313298347,1.036404105,0.931995958,3.28169841,0.91765611,0.739259636,0.633996228,2.290911974,0
0.001071538,0.000536077,0.00026761,0.001875225,0.005953425,0.002599097,0.0029612,0.011513722,1.257320398,0.897743646,0.836996023,2.992060067,0.917481998,0.736275752,0.633960287,2.287718037,0
0.000454413,0.000190387,0.000138458,0.000783258,0.00092609,0.000382765,0.000180852,0.001489707,0.031189026,0.00948154,0.002441214,0.04311178,0.917344316,0.733201669,0.633934898,2.284480883,0
0.000425615,0.000181582,0.000128109,0.000735306,0.000851667,0.000371052,0.000182133,0.001404852,0.031774011,0.009577068,0.002109502,0.043460581,0.917166496,0.730068797,0.63395042,2.281185713,0
0.000415739,0.000176855,0.000144395,0.000736989,0.000788837,0.000357054,0.00019198,0.001337871,0.026258636,0.00640517,0.001707811,0.034371617,0.916989219,0.726862796,0.63406085,2.277912865,0
9.02E-05,9.66E-05,0.000128696,0.000315496,0.000710203,0.000336981,0.000200537,0.001247721,0.021648725,0.005590566,0.001646841,0.028886132,0.916848304,0.723610469,0.634172439,2.274631212,0
9.09E-05,9.83E-05,0.0001188,0.000308,0.000604399,0.000317152,0.000197918,0.001119469,0.019649836,0.0051646,0.00163997,0.026454406,0.916701951,0.720286784,0.634182776,2.271171511,0
6.83E-05,9.47E-05,0.000109025,0.000272025,0.000269029,0.000142674,0.000129621,0.000541324,0.017379298,0.004649188,0.001629007,0.023657493,0.916583009,0.716875229,0.634183258,2.267641496,0
6.62E-05,9.45E-05,0.000111097,0.000271797,0.000252652,0.000138053,0.00012622,0.000516925,0.014596449,0.004026752,0.001615384,0.020238585,0.916411323,0.713375483,0.634175282,2.263962088,0
6.44E-05,9.33E-05,0.00010805,0.00026575,0.000245255,0.000136158,0.000126628,0.000508041,0.011373611,0.003295957,0.001599251,0.016268819,0.914806979,0.710891131,0.631352435,2.257050545,0
6.44E-05,9.19E-05,8.85E-05,0.0002448,8.18E-05,9.59E-05,0.000112273,0.000289973,0.007702528,0.002426991,0.001576707,0.011706226,0.917471223,0.709374962,0.631443071,2.258289256,0
6.47E-05,8.99E-05,8.58E-05,0.0002404,8.17E-05,9.48E-05,0.000111983,0.000288483,0.003493473,0.001412928,0.001540311,0.006446712,0.874056241,0.614656098,0.566378362,2.055090701,0
6.75E-05,8.77E-05,8.55E-05,0.0002407,7.10E-05,9.14E-05,0.000109602,0.000272002,0.000663276,0.000252596,0.000146537,0.001062409,0.027715269,0.00781284,0.001704069,0.037232178,0
6.84E-05,8.85E-05,8.80E-05,0.0002449,7.00E-05,9.16E-05,0.000108735,0.000270335,0.000572743,0.000241291,0.00014663,0.000960664,0.027563268,0.007705978,0.0014809,0.036750146,0
6.54E-05,8.77E-05,9.11E-05,0.0002442,6.75E-05,9.05E-05,0.000102966,0.000260966,0.000503429,0.000230203,0.000147461,0.000881093,0.022208022,0.005242776,0.001192237,0.028643035,0
6.50E-05,8.91E-05,9.19E-05,0.000246,6.64E-05,9.05E-05,9.04E-05,0.0002473,0.000434844,0.00021673,0.000147293,0.000798867,0.017822992,0.004437211,0.001135684,0.023395887,0
6.70E-05,8.94E-05,9.43E-05,0.0002507,6.66E-05,8.96E-05,9.00E-05,0.0002462,0.000358961,0.000203974,0.000147706,0.000710641,0.015638304,0.003969685,0.001127021,0.02073501,0
6.79E-05,9.18E-05,9.72E-05,0.0002569,6.78E-05,8.98E-05,9.14E-05,0.000249,0.000179511,0.000116265,0.000115212,0.000410988,0.013403669,0.003474888,0.001118242,0.017996799,0
6.97E-05,9.27E-05,9.64E-05,0.0002588,6.90E-05,9.08E-05,9.23E-05,0.0002521,0.000169729,0.000114479,0.000113055,0.000397263,0.01096248,0.002938055,0.001108355,0.01500889,0
7.12E-05,9.17E-05,9.21E-05,0.000255,6.83E-05,9.00E-05,9.20E-05,0.0002503,0.000163996,0.000113212,0.000112643,0.000389851,0.008348492,0.002355222,0.001096877,0.011800591,0
6.96E-05,8.82E-05,9.20E-05,0.0002498,6.73E-05,8.90E-05,9.25E-05,0.0002488,7.98E-05,9.25E-05,0.000105462,0.000277762,0.005544968,0.001704627,0.001081993,0.008331588,0
7.05E-05,8.73E-05,8.98E-05,0.0002476,6.87E-05,8.86E-05,9.27E-05,0.00025,7.88E-05,9.17E-05,0.000105595,0.000276095,0.002497838,0.000986346,0.001058353,0.004542537,0
6.83E-05,8.51E-05,8.86E-05,0.000242,6.87E-05,8.85E-05,9.35E-05,0.0002507,7.25E-05,9.00E-05,0.000105062,0.000267562,0.00052268,0.000200708,0.000130356,0.000853744,0
6.71E-05,8.34E-05,8.74E-05,0.0002379,6.94E-05,8.80E-05,9.20E-05,0.0002494,7.16E-05,8.99E-05,0.000104714,0.000266214,0.000444711,0.000191714,0.000130514,0.000766939,0
6.75E-05,8.45E-05,8.65E-05,0.0002385,7.05E-05,8.81E-05,8.93E-05,0.0002479,7.04E-05,8.95E-05,9.89E-05,0.0002588,0.000386446,0.000183369,0.000130544,0.000700359,0
6.93E-05,8.71E-05,8.41E-05,0.0002405,7.08E-05,8.77E-05,8.80E-05,0.0002465,6.97E-05,8.94E-05,9.03E-05,0.0002494,0.000331146,0.000173767,0.000130164,0.000635077,0
6.78E-05,8.89E-05,8.49E-05,0.0002416,7.00E-05,8.81E-05,8.73E-05,0.0002454,6.92E-05,8.91E-05,8.92E-05,0.0002475,0.000272659,0.000165359,0.000130183,0.000568201,0
0.000163571,0.000112827,0.000101225,0.000377623,0.000115939,9.89E-05,9.49E-05,0.000309739,9.27E-05,9.45E-05,9.35E-05,0.0002807,0.000164089,0.00011056,0.000110876,0.000385525,0
0.000223803,0.000218432,0.000107944,0.000550179,0.00015014,0.000156534,9.80E-05,0.000404674,0.000109583,0.000124627,9.52E-05,0.00032941,0.000165014,0.000129578,0.000109385,0.000403977,0
0.000226551,0.000269058,0.000109315,0.000604924,0.00016054,0.000201797,9.89E-05,0.000461237,0.000115099,0.000151001,9.54E-05,0.0003615,0.000163068,0.000148047,0.000108843,0.000419958,0
0.000216188,0.000265682,0.000109501,0.000591371,0.00016843,0.000234727,9.84E-05,0.000501557,0.000119985,0.000175393,9.55E-05,0.000390878,0.000109421,0.000152561,0.000103606,0.000365588,0
0.000196179,0.000210835,0.00010963,0.000516644,0.000173863,0.000254198,9.92E-05,0.000527261,0.00012654,0.000196534,9.61E-05,0.000419174,0.0001121,0.000168332,0.000103774,0.000384206,0
9.10E-05,8.71E-05,9.29E-05,0.000271,0.000175744,0.00026049,9.84E-05,0.000534634,0.000132898,0.000213625,9.60E-05,0.000442523,0.000112268,0.000180561,0.000103171,0.000396,0
6.83E-05,8.14E-05,8.70E-05,0.0002367,0.000172752,0.000255681,9.76E-05,0.000526033,0.000139234,0.000228634,9.51E-05,0.000462968,0.00011662,0.000193797,0.000102535,0.000412952,0
6.80E-05,8.17E-05,8.72E-05,0.0002369,0.000164744,0.000236055,9.82E-05,0.000498999,0.000144998,0.000241613,9.46E-05,0.000481211,0.000120914,0.000205314,9.87E-05,0.000424928,0
6.55E-05,8.33E-05,8.63E-05,0.0002351,0.00015269,0.000200946,9.79E-05,0.000451536,0.000150196,0.000250273,9.42E-05,0.000494669,0.000126025,0.000215419,9.31E-05,0.000434544,0
6.47E-05,8.45E-05,8.38E-05,0.000233,0.000135677,0.000154319,9.68E-05,0.000386796,0.000153994,0.000255629,9.36E-05,0.000503223,0.000131066,0.000225126,9.24E-05,0.000448592,0
6.45E-05,8.60E-05,8.18E-05,0.0002323,7.95E-05,8.66E-05,8.74E-05,0.0002535,0.000157157,0.000258215,9.27E-05,0.000508072,0.000135226,0.000234819,9.23E-05,0.000462345,0
6.48E-05,8.73E-05,8.21E-05,0.0002342,6.85E-05,8.44E-05,8.49E-05,0.0002378,0.00015756,0.000255974,9.24E-05,0.000505934,0.000139137,0.000242064,9.24E-05,0.000473601,0
6.48E-05,8.74E-05,8.19E-05,0.0002341,6.75E-05,8.47E-05,8.49E-05,0.0002371,0.000156816,0.000252733,9.25E-05,0.000502049,0.000142281,0.000248382,9.25E-05,0.000483163,0
0.000127005,0.000130193,9.41E-05,0.000351298,9.73E-05,0.000107519,9.05E-05,0.000295319,0.000175076,0.000243692,9.50E-05,0.000513768,0.000158819,0.000248144,9.44E-05,0.000501363,0
0.000128987,0.000154367,9.64E-05,0.000379754,9.70E-05,0.000125555,9.03E-05,0.000312855,0.000168628,0.000231512,9.51E-05,0.00049524,0.000159127,0.000244241,9.47E-05,0.000498068,0
0.000130704,0.000156341,9.97E-05,0.000386745,9.76E-05,0.000140917,9.08E-05,0.000329317,0.000159923,0.00022063,9.51E-05,0.000475653,0.000158172,0.000240646,9.50E-05,0.000493818,0
0.000131318,0.000137135,0.000102049,0.000370502,9.81E-05,0.000149835,9.21E-05,0.000340035,0.000150506,0.000208557,9.54E-05,0.000454463,0.000157707,0.000236299,9.51E-05,0.000489106,0
0.000131246,9.67E-05,0.000104836,0.000332782,9.82E-05,0.000153455,9.33E-05,0.000344955,0.000140043,0.000194842,9.61E-05,0.000430985,0.000156758,0.00023254,9.51E-05,0.000484398,0
6.34E-05,8.28E-05,9.62E-05,0.0002424,9.79E-05,0.000154185,9.52E-05,0.000347285,0.000129036,0.000180694,9.67E-05,0.00040643,0.000155271,0.000228355,9.53E-05,0.000478926,0
6.21E-05,8.50E-05,9.51E-05,0.0002422,9.69E-05,0.000150917,9.58E-05,0.000343617,0.000117325,0.000168469,9.63E-05,0.000382094,0.000153698,0.00022364,9.49E-05,0.000472238,0
6.22E-05,8.61E-05,9.47E-05,0.000243,9.70E-05,0.000136656,9.72E-05,0.000330856,8.83E-05,0.000150538,9.23E-05,0.000331138,0.000152804,0.000217719,9.47E-05,0.000465223,0
6.10E-05,8.70E-05,9.53E-05,0.0002433,9.65E-05,0.000117566,9.87E-05,0.000312766,8.25E-05,0.000152009,9.18E-05,0.000326309,0.000149298,0.000211384,9.48E-05,0.000455482,0
6.16E-05,8.71E-05,9.33E-05,0.000242,9.65E-05,9.29E-05,9.91E-05,0.0002885,8.20E-05,0.0001554,9.20E-05,0.0003294,0.000145851,0.000207076,9.50E-05,0.000447927,0
9.00E-05,9.94E-05,0.000104258,0.000293658,7.67E-05,9.16E-05,0.000100212,0.000268512,8.81E-05,0.000159251,9.54E-05,0.000342751,0.000146584,0.000203675,9.69E-05,0.000447159,0
0.000158212,0.000107014,0.000108224,0.00037345,0.000114502,9.60E-05,0.00010208,0.000312582,0.000109757,0.000158369,9.62E-05,0.000364326,0.000151266,0.000198322,9.77E-05,0.000447288,0
0.000196144,0.000109686,0.000107924,0.000413754,0.000149341,9.81E-05,0.000101854,0.000349295,0.000132178,0.000154714,9.64E-05,0.000383292,0.000156647,0.000191954,9.77E-05,0.000446301,0
0.000202844,0.0001115,0.000106426,0.00042077,0.000174065,0.000100095,0.00010135,0.00037551,0.000151699,0.000149481,9.67E-05,0.00039788,0.000161946,0.000184873,9.76E-05,0.000444419,0
0.000166405,0.000109952,0.000105052,0.000381409,0.000189178,0.000102149,9.96E-05,0.000390927,0.000167766,0.0001435,9.65E-05,0.000407766,0.000166952,0.000176789,9.74E-05,0.000441141,0
8.39E-05,9.37E-05,9.65E-05,0.0002741,0.000195306,0.000102629,0.000101083,0.000399018,0.000180956,0.00013717,9.83E-05,0.000416426,0.000172412,0.000167829,9.84E-05,0.000438641,0
6.93E-05,8.77E-05,0.000187171,0.000344171,0.000185674,0.000104061,0.000155351,0.000445086,0.000189208,0.00013016,0.000129109,0.000448477,0.000176678,0.000158699,0.000119389,0.000454766,0
6.88E-05,8.96E-05,0.000309556,0.000467956,0.000170098,0.00010615,0.000243458,0.000519706,0.000196415,0.000121454,0.000183297,0.000501166,0.000169051,0.000145808,0.000154588,0.000469447,0
8.14E-05,9.47E-05,0.000278901,0.000455001,0.000156153,0.000109282,0.000262313,0.000527748,0.00020169,0.000114416,0.00020355,0.000519656,0.000172415,0.000143635,0.000169794,0.000485844,0
0.000159791,0.000111083,0.000218489,0.000489363,0.000163185,0.000115775,0.000274743,0.000553703,0.000211346,0.000110847,0.000221022,0.000543215,0.000182028,0.000144261,0.000183868,0.000510157,0
0.000211422,0.000126803,0.000174668,0.000512893,0.000152916,0.000114211,0.000261679,0.000528806,0.000198999,0.000112516,0.000223203,0.000534718,0.000193351,0.00014475,0.00018912,0.000527221,0
0.00035749,0.000169534,0.000181144,0.000708168,0.000214775,0.000134861,0.000254865,0.000604501,0.000244408,0.000129632,0.000231937,0.000605977,0.000232449,0.000150616,0.000198102,0.000581167,0
0.000411695,0.00017948,0.000158674,0.000749849,0.000241722,0.000140544,0.000241805,0.000624071,0.000255835,0.000135303,0.000230419,0.000621557,0.000244622,0.000150932,0.000198866,0.00059442,0
0.000404723,0.000175112,0.000170007,0.000749842,0.000243087,0.00013927,0.000226258,0.000608615,0.000255602,0.000135664,0.000228274,0.00061954,0.000251548,0.000148131,0.000198205,0.000597884,0
0.000322248,0.000162106,0.000157691,0.000642045,0.000249301,0.000138496,0.000213589,0.000601386,0.000256627,0.000135849,0.0002278,0.000620276,0.000260226,0.000145239,0.000198957,0.000604422,0
0.000245667,0.000138738,0.00017396,0.000558365,0.00025261,0.000135189,0.00023382,0.000621619,0.00025269,0.00013502,0.000228138,0.000615848,0.000265945,0.00014221,0.000200349,0.000608504,0
0.000134698,0.000100803,0.000148065,0.000383566,0.000255816,0.000135201,0.000261129,0.000652146,0.000242043,0.000133131,0.000232065,0.000607239,0.0002694,0.000139087,0.000203236,0.000611723,0
0.000191805,0.000157703,0.000143639,0.000493147,0.000328852,0.000171573,0.000223858,0.000724283,0.000269174,0.000147049,0.00023578,0.000652003,0.000303351,0.000144823,0.000206273,0.000654447,0
0.000188818,0.000206444,0.000132867,0.000528129,0.000321966,0.000203728,0.000203303,0.000728997,0.00025594,0.000158844,0.000233404,0.000648188,0.000305257,0.000147854,0.00020578,0.000658891,0
0.000334643,0.00029076,0.000116088,0.000741491,0.000328844,0.000264387,0.000177697,0.000770928,0.000257489,0.000190363,0.000234801,0.000682653,0.000306027,0.000162489,0.00020657,0.000675086,0
0.000591833,0.000350853,0.000117973,0.001060659,0.00044328,0.000350456,0.00017129,0.000965026,0.000299713,0.000238964,0.000237796,0.000776473,0.000311015,0.000192757,0.000207551,0.000711323,0
0.000769274,0.000315429,0.000123977,0.00120868,0.000539545,0.00038584,0.000142478,0.001067863,0.000381746,0.000292261,0.000246171,0.000920178,0.000347535,0.000227626,0.00021142,0.000786581,0
0.000512096,0.000186062,0.000108295,0.000806453,0.000666279,0.000422982,0.000130587,0.001219848,0.000472203,0.000352824,0.000253663,0.00107869,0.000392754,0.000267933,0.000214241,0.000874928,0
0.000241204,0.000144915,0.000109457,0.000495576,0.000805957,0.000447857,0.000125715,0.001379529,0.000577308,0.000410313,0.000256087,0.001243708,0.000452119,0.000308648,0.000215732,0.000976499,0
0.00011254,0.000109584,0.000108585,0.000330709,0.000869378,0.000438705,0.000116572,0.001424655,0.000671444,0.000462616,0.000264011,0.001398071,0.000511268,0.000348712,0.000219873,0.001079853,0
8.87E-05,0.000103,0.000108145,0.000299845,0.000872356,0.000389533,0.000117179,0.001379068,0.000759518,0.000514384,0.000273681,0.001547583,0.000573867,0.000390798,0.00022329,0.001187955,0
7.97E-05,9.95E-05,0.000106215,0.000285415,0.000811501,0.000304344,0.000120029,0.001235874,0.000844623,0.00055725,0.000264022,0.001665895,0.000640636,0.000433157,0.000228105,0.001301898,0
7.07E-05,9.85E-05,0.000106136,0.000275336,0.000504306,0.000189997,0.000111604,0.000805907,0.000919257,0.000587506,0.000223484,0.001730247,0.000710253,0.000473382,0.00023471,0.001418345,0
6.96E-05,9.81E-05,9.33E-05,0.000261,0.000241913,0.000148022,0.000108058,0.000497993,0.000981386,0.000611584,0.000205124,0.001798094,0.000780097,0.000514597,0.000240616,0.00153531,0
